Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block_Size,GFLOPS
10,8,11,18.531,16.803,17.407,19.276,18.43,21.378,18.445,18.874,16.834,19.649,16.803,880,7.987724097
6,5,12,18.327,27.311,18.954,19.192,17.908,18.938,16.804,17.907,18.555,18.014,16.804,360,7.98724875
6,16,9,18.787,17.024,19.79,17.462,17.181,18.168,17.135,17.722,16.804,17.32,16.804,864,7.98724875
7,8,16,16.804,21.067,17.35,17.656,17.939,18.038,18.031,17.63,17.498,17.631,16.804,896,7.98724875
13,14,11,27.498,19.145,16.852,19.062,18.659,17.577,17.986,17.293,16.804,27.233,16.804,2002,7.98724875
21,15,16,18.465,18.64,17.145,17.355,18.353,18.154,19.022,17.115,16.804,19.265,16.804,5040,7.98724875
14,15,14,16.805,16.881,18.094,17.658,17.336,17.544,17.105,17.332,17.259,17.505,16.805,2940,7.98677346
12,5,8,17.811,20.711,17.128,17.565,19.428,18.24,16.806,17.254,17.22,17.249,16.806,480,7.986298227
19,16,9,16.951,17.479,18.244,16.806,21.387,17.439,17.274,18.011,18.045,17.218,16.806,2736,7.986298227
20,14,7,20.346,17.036,18.674,17.151,16.935,17.203,17.608,18.781,16.806,19.748,16.806,1960,7.986298227
4,16,9,18.219,17.243,17.187,18.449,16.807,20.622,28.62,19.123,17.251,17.782,16.807,576,7.98582305
7,11,11,20.636,16.808,18.111,17.325,18.34,17.189,18.533,18.627,19.331,17.277,16.808,847,7.98534793
23,7,8,20.626,18.57,17.956,16.955,17.46,19.375,17.964,16.808,17.76,17.35,16.808,1288,7.98534793
15,11,11,18.563,18.368,17.607,17.625,18.481,17.991,16.809,20.157,17.19,18.189,16.809,1815,7.984872866
9,13,10,18.285,18.373,19.286,16.81,18.753,17.025,18.868,16.896,18.266,16.998,16.81,1170,7.984397858
12,6,12,18.668,17.694,16.811,17.344,18.701,17.307,17.534,19.47,17.619,18.024,16.811,864,7.983922908
21,13,13,16.811,18.975,17.9,18.498,27.481,17.076,17.823,17.722,17.533,18.269,16.811,3549,7.983922908
7,6,9,17.05,20.993,18.663,19.377,17.308,16.812,21.305,17.168,17.418,18.951,16.812,378,7.983448013
10,8,5,18.5,16.812,19.704,17.319,30.307,18.492,17.375,21.491,17.298,17.265,16.812,400,7.983448013
13,14,16,18.008,17.18,16.812,17.844,17.657,18.044,16.944,16.991,17.109,17.088,16.812,2912,7.983448013
16,6,7,22.436,17.355,17.279,17.989,17.676,17.389,16.812,18.58,18.858,18.508,16.812,672,7.983448013
11,7,7,18.189,21.672,17.611,18.448,16.813,17.654,21.402,27.066,27.671,27.955,16.813,539,7.982973176
14,11,11,18.061,17.708,19.136,17.693,18.619,17.574,16.813,17.673,17.356,16.855,16.813,1694,7.982973176
16,14,15,27.12,27.684,18.408,21.956,17.553,21.772,16.813,26.933,17.081,17.801,16.813,3360,7.982973176
19,7,9,19.936,18.264,16.813,20.505,19.784,19.893,18.366,19.673,17.219,18.537,16.813,1197,7.982973176
21,9,13,20.504,27.292,27.427,16.813,19.661,18.268,17.806,19.759,18.254,27.585,16.813,2457,7.982973176
13,8,8,17.742,17.872,16.821,19.224,16.871,17.814,17.298,19.477,18.858,16.814,16.814,832,7.982498394
22,12,15,18.858,17.723,20.535,17.913,17.757,17.991,16.814,18.797,16.942,18.451,16.814,3960,7.982498394
7,7,16,17.122,18.143,17.845,17.241,18.716,17.288,16.815,17.919,16.993,18.406,16.815,784,7.982023669
9,5,15,17.779,19.724,17.41,19.145,18.28,18.408,17.336,18.479,16.815,20.88,16.815,675,7.982023669
12,12,13,19.218,17.203,18.308,17.273,16.998,19.066,16.815,19.876,17.296,27.274,16.815,1872,7.982023669
12,16,6,17.196,17.511,18.181,18.747,17.788,17.101,17.55,18.808,27.084,16.815,16.815,1152,7.982023669
48,10,16,16.815,19.2,17.475,17.835,19.912,18.579,17.602,17.659,18.179,19.506,16.815,7680,7.982023669
6,4,8,26.795,27.513,19.008,19.039,16.816,17.897,21.303,17.455,17.964,19.478,16.816,192,7.981549001
13,7,5,27.202,27.446,19.179,19.193,16.816,17.921,17.45,17.928,18.229,19.065,16.816,455,7.981549001
14,9,10,27.117,27.094,18.009,17.531,18.503,17.735,16.84,16.816,17.867,17.77,16.816,1260,7.981549001
14,9,13,18.972,21.479,16.856,17.14,20.058,17.397,16.816,17.053,17.929,17.469,16.816,1638,7.981549001
14,16,6,17.377,17.146,17.996,21.265,17.152,17.769,20.139,17.389,17.88,16.816,16.816,1344,7.981549001
17,6,12,17.366,18.304,17.417,21.329,18.401,16.817,26.463,17.809,18.56,17.035,16.817,1224,7.981074389
11,8,16,18.662,17.369,16.818,17.424,17.655,17.842,17.093,18.339,17.239,18.168,16.818,1408,7.980599834
14,15,12,21.067,16.819,19.714,16.883,17.294,17.396,18.334,16.955,30.968,17.635,16.819,2520,7.980125334
13,7,8,17.245,27.969,16.82,18.024,19.377,17.564,17.245,16.92,17.476,16.864,16.82,728,7.979650892
22,13,9,18.976,17.165,16.82,18.011,17.043,18.488,17.381,17.427,17.867,18.34,16.82,2574,7.979650892
25,5,12,21.25,27.314,17.379,27.42,18.51,17.168,18.05,18.203,16.82,17.411,16.82,1500,7.979650892
14,10,6,18.233,18.536,27.081,17.103,18.788,17.669,19.291,18.131,16.821,17.868,16.821,840,7.979176506
12,4,12,18.408,17.889,17.552,18.614,17.982,18.647,17.931,16.822,17.016,17.996,16.822,576,7.978702176
17,12,14,16.822,18.431,18.33,19.49,27.099,17.171,18.354,18.559,19.44,18.094,16.822,2856,7.978702176
11,11,11,17.218,16.823,27.225,27.141,17.084,18.527,17.955,18.687,17.177,19.474,16.823,1331,7.978227902
12,9,15,17.863,16.823,16.893,17.074,17.274,18.605,17.648,18.377,27.178,27.488,16.823,1620,7.978227902
14,11,12,16.845,27.58,17.395,19.685,16.823,18.154,17.747,18.534,17.041,17.825,16.823,1848,7.978227902
18,5,9,18.526,18.493,17.255,20.256,18.105,19.982,19.175,20.18,18.581,16.823,16.823,810,7.978227902
18,16,11,21.441,19.589,19.103,19.338,17.081,17.554,19.225,16.823,20.84,16.827,16.823,3168,7.978227902
9,14,15,18.198,17.819,18.765,17.263,17.064,17.631,17.169,17.147,16.824,17.057,16.824,1890,7.977753685
13,8,4,17.56,17.661,16.824,17.72,27.21,27.283,17.098,20.518,17.687,17.947,16.824,416,7.977753685
16,14,9,19.8,17.291,18.264,17.284,18.312,17.226,17.486,17.69,17.13,16.824,16.824,2016,7.977753685
4,16,16,18.279,17.963,17.388,17.18,17.24,18.511,17.099,18.23,16.825,27.471,16.825,1024,7.977279525
13,7,11,17.212,16.825,19.689,27.048,19.412,19.03,17.49,17.168,20.204,17.074,16.825,1001,7.977279525
19,14,16,27.194,19.389,27.106,16.825,27.681,18.631,25.063,19.996,17.596,19.123,16.825,4256,7.977279525
17,9,11,19.13,16.826,19.13,17.327,20.373,27.413,18.66,17.341,17.237,19.259,16.826,1683,7.97680542
21,14,11,18.969,17.362,18.801,17.464,17.519,18.112,17.706,17.974,16.826,18.284,16.826,3234,7.97680542
4,7,6,17.673,17.532,18.32,18.924,17.438,17.407,17.795,18.022,18.221,16.827,16.827,168,7.976331372
13,6,6,16.827,27.07,21.493,27.265,19.051,20.017,17.454,17.1,18.311,20.449,16.827,468,7.976331372
11,5,15,18.378,17.573,18.155,17.174,17.111,17.441,18.586,18.779,16.828,17.487,16.828,825,7.975857381
18,10,7,17.313,17.783,17.634,18.697,21.286,19.339,21.522,19.835,17.903,16.828,16.828,1260,7.975857381
20,12,14,28.102,18.779,27.359,27.166,27.397,17.747,17.492,16.83,19.797,16.828,16.828,3360,7.975857381
21,11,12,27.311,16.828,17.597,16.908,27.405,27.725,19.131,18.613,17.207,18.555,16.828,2772,7.975857381
35,7,12,19.072,20.147,19.649,18.115,18.304,19.438,19.51,18.592,19.132,16.828,16.828,2940,7.975857381
5,11,4,18.607,19.306,18.379,17.826,17.382,19.096,18.624,16.829,28.002,17.233,16.829,220,7.975383445
19,14,11,28.218,22.131,27.163,27.045,17.678,17.854,17.282,17.644,16.829,17.292,16.829,2926,7.975383445
7,4,12,16.83,27.419,27.339,27.903,27.768,17.957,17.718,17.42,17.948,17.392,16.83,336,7.974909566
24,14,10,17.419,16.83,19.251,21.188,18.328,17.268,18.141,19.477,18.284,18.104,16.83,3360,7.974909566
45,16,8,17.79,17.287,18.246,18.153,17.253,18.386,19.001,16.83,18.575,18.687,16.83,5760,7.974909566
59,10,8,21.132,16.83,17.986,17.589,21.043,17.1,17.893,17.648,18.536,17.505,16.83,4720,7.974909566
14,7,14,18.137,17.597,16.831,18.654,16.935,17.542,17.716,17.572,16.941,20.056,16.831,1372,7.974435744
17,7,9,17.024,18.063,17.307,18.439,19.236,17.413,17.668,16.831,18.181,17.159,16.831,1071,7.974435744
17,7,12,18.543,17.231,17.867,18.444,16.831,17.85,16.894,18.757,16.834,19.02,16.831,1428,7.974435744
7,7,13,19.16,18.213,17.262,17.787,17.625,18.349,17.471,18.306,16.832,18.182,16.832,637,7.973961977
8,6,13,17.627,17.725,18.876,18.337,17.01,18.562,18.934,18.142,18.878,16.832,16.832,624,7.973961977
12,12,12,27.101,17.462,19.009,17.652,18.579,17.361,17.343,19.841,16.832,17.347,16.832,1728,7.973961977
14,14,8,20.392,17.046,18.156,16.832,19.397,17.596,27.187,16.962,27.08,19.279,16.832,1568,7.973961977
20,5,14,19.111,17.854,19.129,17.966,17.182,16.832,18.71,20.308,17.451,18.974,16.832,1400,7.973961977
23,15,10,19.471,28.109,18.161,19.075,19.259,16.97,19.897,16.832,17.295,17.253,16.832,3450,7.973961977
7,6,6,16.833,17.406,18.137,18.365,17.024,17.943,20.187,18.124,18.924,19.734,16.833,252,7.973488267
11,7,11,17.351,16.833,17.423,27.139,17.287,17.654,17.023,17.969,17.758,17.303,16.833,847,7.973488267
16,15,9,20.99,17.534,17.603,16.833,18.153,17.267,19.047,17.393,19.176,17.42,16.833,2160,7.973488267
19,15,5,19.781,17.11,18.524,16.833,17.212,17.06,17.672,17.472,17.913,17.586,16.833,1425,7.973488267
5,7,8,18.087,18.171,27.177,18.435,19.92,20.728,16.834,19.436,18.786,20.766,16.834,280,7.973014613
7,8,14,19.645,19.09,18.963,18.688,18.478,16.834,17.894,17.605,17.734,17.176,16.834,784,7.973014613
12,16,12,20.205,17.269,17.428,18.842,17.834,18.486,18.412,16.834,17.718,17.27,16.834,2304,7.973014613
7,13,10,19.202,17.084,18.849,18.712,17.119,18.258,17.39,16.835,17.5,17.145,16.835,910,7.972541016
7,15,6,17.533,17.371,16.835,17.161,17.064,17.762,16.986,17.65,16.936,18.645,16.835,630,7.972541016
11,10,13,19.613,17.189,16.835,17.15,18.916,17.664,18.689,17.876,17.994,17.459,16.835,1430,7.972541016
17,7,15,17.093,17.741,18.382,19.048,17.408,18.816,16.835,17.221,17.389,16.963,16.835,1785,7.972541016
19,13,12,17.127,27.218,17.392,17.42,17.322,17.607,17.908,17.896,16.835,17.326,16.835,2964,7.972541016
24,16,12,16.835,18.399,26.976,28.784,27.553,17.554,17.783,18.439,18.878,17.293,16.835,4608,7.972541016
9,14,8,18.094,19.725,17.279,18.301,18.159,18.32,18.733,16.836,17.644,17.716,16.836,1008,7.972067474
14,16,14,17.133,20.851,16.836,18.992,17.093,17.25,21.17,18.353,17.952,18.146,16.836,3136,7.972067474
15,9,10,18.759,17.578,19.672,17.934,19.108,17.862,17.278,17.542,17.794,16.836,16.836,1350,7.972067474
15,14,9,18.858,16.885,16.836,21.481,17.078,17.544,18.961,17.381,26.982,18.413,16.836,1890,7.972067474
6,9,15,17.79,17.346,16.837,19.812,17.159,17.292,18.202,19.011,17.8,19.001,16.837,810,7.971593989
9,13,11,20.868,17.624,17.442,16.837,18.651,17.197,27.334,20.929,17.733,19.886,16.837,1287,7.971593989
18,13,15,19.075,19.645,18.232,17.739,17.136,18.311,17.799,18.728,17.49,16.837,16.837,3510,7.971593989
7,10,11,18.274,18.007,16.838,18.687,19.048,27.249,20.862,27.437,27.808,17.754,16.838,770,7.971120561
16,12,16,16.838,26.742,27.077,26.77,20.871,19.629,27.785,26.782,26.694,26.99,16.838,3072,7.971120561
6,8,12,17.809,20.906,16.839,18.352,18.624,18.375,17.119,17.713,19.286,17.632,16.839,576,7.970647188
12,8,15,17.51,17.513,18.644,21.8,17.117,18.478,19.944,18.699,21.078,16.839,16.839,1440,7.970647188
13,11,8,18.062,17.295,16.921,17.326,16.839,16.863,17.636,17.416,17.099,18.991,16.839,1144,7.970647188
14,12,10,18.082,16.988,17.597,17.471,16.839,17.31,18.272,18.46,17.073,16.874,16.839,1680,7.970647188
14,14,10,17.449,17.17,16.844,16.86,19.061,17.143,17.684,16.839,17.356,18.895,16.839,1960,7.970647188
15,6,11,18.912,17.843,18.359,17.738,19.335,16.901,27.01,16.839,18.112,18.735,16.839,990,7.970647188
5,5,9,18.499,31.211,17.517,27.061,16.84,16.994,17,17.215,17.171,17.904,16.84,225,7.970173872
18,9,16,17.844,17.222,18.746,18.521,18.405,18.641,17.692,16.84,18.002,17.903,16.84,2592,7.970173872
26,11,14,18.906,17.337,18.756,17.047,18.504,18.085,18.755,16.84,17.42,18.682,16.84,4004,7.970173872
10,6,5,19.013,17.267,18.66,17.68,18.717,17.834,17.845,16.841,18.065,17.281,16.841,300,7.969700612
14,9,14,17.855,17.627,17.893,17.09,27.081,27.262,17.248,16.841,18.369,20.256,16.841,1764,7.969700612
15,11,13,18.743,17.458,18.262,28.112,17.036,17.974,18.324,17.237,16.841,18.369,16.841,2145,7.969700612
17,6,16,16.841,18.659,18.405,17.513,17.44,19.737,18.651,18.885,17.11,18.293,16.841,1632,7.969700612
4,4,7,17.698,18.622,16.842,17.926,17.275,17.089,17.611,18.622,17.206,17.06,16.842,112,7.969227408
5,13,11,18.877,21.538,19.114,19.057,18.987,17.274,17.488,17.838,17.364,16.842,16.842,715,7.969227408
14,7,12,19.988,18.016,17.222,18.506,19.855,17.977,17.514,17.05,17.904,16.842,16.842,1176,7.969227408
26,8,15,17.527,16.843,20.221,17.338,21.603,17.36,17.628,17.329,17.69,18.588,16.843,3120,7.96875426
14,7,13,18.805,17.114,17.604,17.271,19.015,16.844,18.03,17.875,17.887,17.409,16.844,1274,7.968281168
17,9,12,18.077,18.49,16.844,18.821,17.552,17.338,18.846,17.139,19.461,18.423,16.844,1836,7.968281168
17,14,12,19.397,20.204,18.754,16.844,19.03,18.594,27.313,17.416,27.036,18.413,16.844,2856,7.968281168
15,4,14,19.057,26.981,26.985,27.15,18.288,17.312,17.597,16.845,17.501,16.87,16.845,840,7.967808133
5,5,11,18.202,18.672,17.034,17.629,16.846,18.851,27.353,17.319,26.905,17.297,16.846,275,7.967335154
5,13,15,18.053,18.04,17.686,19.397,18.708,16.846,18.941,18.196,17.418,17.917,16.846,975,7.967335154
17,10,15,20.734,17.322,17.59,16.846,17.288,17.659,17.973,27.084,27.375,18.664,16.846,2550,7.967335154
8,8,15,17.867,17.919,17.194,17.275,17.812,18.18,17.48,16.847,17.53,17.443,16.847,960,7.966862231
8,13,8,19.501,17.062,17.433,18.168,23.517,16.847,17.837,18.486,21.488,21.289,16.847,832,7.966862231
9,9,15,17.153,19.618,17.543,18.438,16.847,18.442,17.957,17.825,17.121,17.459,16.847,1215,7.966862231
11,15,15,19.132,18.803,17.918,17.182,18.914,17.3,19.819,16.847,18.671,17.137,16.847,2475,7.966862231
12,9,8,18.647,18.847,17.064,17.264,16.847,17.07,17.087,17.381,17.187,16.941,16.847,864,7.966862231
19,16,8,19.411,17.391,26.928,18.175,27.427,17.449,17.801,18.483,16.847,17.269,16.847,2432,7.966862231
6,9,11,18.348,19.77,17.074,17.984,17.26,17.741,17.234,16.869,17.728,16.848,16.848,594,7.966389364
16,7,13,17.245,18.168,17.027,21.045,16.848,17.624,29.255,26.96,27.942,27.037,16.848,1456,7.966389364
16,9,9,17.129,18.041,18.053,18.508,17.493,18.794,17.91,27.151,16.848,26.842,16.848,1296,7.966389364
17,15,9,21.325,27.117,17.992,19.405,18.967,18.307,18.671,18.655,16.849,20.936,16.849,2295,7.965916553
16,11,7,19.152,18.641,19.103,18.89,18.023,18.737,18.038,18.416,18.31,16.85,16.85,1232,7.965443798
21,16,8,19.543,17.136,21.443,16.85,17.381,18.355,17.342,18.232,17.535,18.491,16.85,2688,7.965443798
24,9,15,18.723,18.157,17.486,18.701,27.47,17.828,18.105,16.85,18.065,17.272,16.85,3240,7.965443798
10,4,11,20.188,18.391,19.506,17.927,20.629,19.845,20.201,20.082,19.085,16.851,16.851,440,7.9649711
24,12,13,27.528,28.034,17.635,16.851,27.136,19.734,17.395,18.73,17.305,18.816,16.851,3744,7.9649711
24,16,15,19.171,17.249,18.129,16.851,18.755,17.175,20.226,18.223,17.931,19.536,16.851,5760,7.9649711
61,15,16,17.989,16.851,17.683,17.799,18.186,17.594,17.77,19.463,18.481,27.947,16.851,14640,7.9649711
5,11,16,18.908,16.934,17.624,16.852,17.775,19.527,16.861,17.955,17.481,17.644,16.852,880,7.964498457
12,13,6,30.028,17.671,18.231,17.799,17.947,19.444,17.711,16.852,17.28,17.131,16.852,936,7.964498457
19,7,15,18.698,20.723,17.097,17.216,16.852,17.837,27.368,17.967,18.017,20.034,16.852,1995,7.964498457
23,16,8,18.445,17.295,17.677,17.379,19.923,17.1,17.819,27.29,19.11,16.852,16.852,2944,7.964498457
5,14,9,18.346,18.456,18.832,19.447,18.299,18.003,19.137,19.154,17.312,16.853,16.853,630,7.964025871
19,5,10,18.346,17.082,18.634,18.806,16.853,17.252,17.03,27.429,18.66,17.917,16.853,950,7.964025871
10,16,14,26.931,18.602,17.304,17.704,16.854,17.426,17.887,17.723,17.215,17.964,16.854,2240,7.96355334
18,11,5,17.12,16.854,17.51,17.19,17.352,18.35,17.768,17.021,20.128,19.795,16.854,990,7.96355334
18,16,12,19.344,17.126,17.684,18.512,19.323,18.585,18.938,16.854,18.705,19.391,16.854,3456,7.96355334
26,15,4,19.85,19.436,31.063,17.826,27.831,18.151,21.293,16.854,19.618,17.352,16.854,1560,7.96355334
23,15,7,18.29,18.657,17.163,17.393,17.603,17.408,16.855,17.472,17.546,17.528,16.855,2415,7.963080866
24,11,16,19.45,27.321,27.525,18.467,18.096,17.678,18.89,16.855,18.701,17.338,16.855,4224,7.963080866
4,7,4,18.653,19.057,18.789,19.898,17.793,21.539,16.856,18.273,17.579,18.21,16.856,112,7.962608448
12,6,13,19.442,20.126,27.099,27.317,19.645,17.622,18.059,16.856,19.49,18.721,16.856,936,7.962608448
13,16,16,17.281,18.3,18.7,17.504,18.509,18.69,17.133,19.164,18.287,16.858,16.858,3328,7.96166378
14,10,8,17.011,18.174,17.133,19.102,17.355,27.287,27.227,17.438,27.37,16.858,16.858,1120,7.96166378
18,7,10,27.441,27.046,27.893,18.587,27.207,17.437,17.399,17.458,16.858,18.412,16.858,1260,7.96166378
22,12,6,19.085,17.13,16.858,27.562,19.237,17.513,17.497,17.995,17.922,17.627,16.858,1584,7.96166378
5,16,10,17.802,17.535,17.164,19.585,19.108,17.568,18.617,18.48,16.859,19.196,16.859,800,7.96119153
11,11,14,19.719,17.17,16.859,18.504,27.088,17.356,18.01,17.189,17.336,17.226,16.859,1694,7.96119153
5,13,16,18.428,18.707,16.86,17.33,17.488,19.19,17.033,18.001,17.127,17.07,16.86,1040,7.960719336
20,11,13,18.842,18.361,18.431,17.254,18.157,21.225,17.865,17.055,19.633,16.86,16.86,2860,7.960719336
21,13,14,18.301,17.827,16.86,17.045,18.642,18.484,18.109,17.263,16.898,17.495,16.86,3822,7.960719336
6,4,7,18.414,18.419,18.34,19.153,16.861,18.585,18.809,18.858,18.023,20.583,16.861,168,7.960247198
7,8,5,19.142,18.135,16.861,17.718,17.375,17.684,17.624,17.746,17.501,17.274,16.861,280,7.960247198
12,16,4,18.645,17.905,16.861,18.385,18.748,21.388,18.045,16.977,18.193,18.108,16.861,768,7.960247198
16,6,16,18.24,17.871,16.861,26.914,17.328,18.605,18.07,19.084,17.419,19.272,16.861,1536,7.960247198
17,4,12,17.382,19.01,17.944,17.65,17.562,16.861,18.735,27.827,17.757,27.356,16.861,816,7.960247198
32,9,13,18.579,17.508,27.44,27.877,19.891,17.829,17.072,17.425,17.455,16.861,16.861,3744,7.960247198
107,6,11,27.33,21.033,27.795,18.276,18.313,18.173,18.43,18.87,19.573,16.861,16.861,7062,7.960247198
4,16,13,18.694,17.169,18.716,17.463,17.417,17.198,16.912,18.567,16.862,18.235,16.862,832,7.959775116
19,14,13,18.86,18.371,16.862,18.625,18.172,17.726,17.238,18.573,19.327,17.059,16.862,3458,7.959775116
26,7,7,18.876,16.862,17.84,17.672,17.416,17.565,17.193,17.946,18.384,17.761,16.862,1274,7.959775116
5,15,6,17.857,17.973,16.863,16.983,17.671,17.602,17.148,17.124,17.51,17.048,16.863,450,7.95930309
10,15,13,18.816,17.984,17.003,17.537,19.946,20.606,16.863,19.154,16.903,27.143,16.863,1950,7.95930309
11,4,7,16.863,18.567,17.201,17.393,18.985,17.845,17.484,18.236,18.209,17.862,16.863,308,7.95930309
16,5,16,18.905,17.07,18.2,17.665,21.33,17.278,16.863,19.047,17.209,21.592,16.863,1280,7.95930309
12,10,8,18.043,18.304,19.019,18.042,17.073,18.266,17.702,16.864,17.387,17.106,16.864,960,7.95883112
13,16,9,21.669,18.108,21.388,18.153,18.512,16.864,20.608,17.472,17.202,17.048,16.864,1872,7.95883112
4,15,12,17.917,18.493,27.179,17.861,27.258,28.194,17.251,17.095,19.391,16.865,16.865,720,7.958359205
16,6,5,17.151,18.703,17.114,17.778,17.222,17.775,18.108,18.295,16.865,17.923,16.865,480,7.958359205
17,14,9,19.079,16.865,17.286,17.463,18.493,17.542,27.032,33.931,28.006,18.955,16.865,2142,7.958359205
18,16,8,18.372,18.65,17.471,20.523,27.137,17.914,26.097,17.571,30.025,16.865,16.865,2304,7.958359205
20,12,12,19.706,18.338,17.352,19.141,21.1,17.852,18.779,38.448,16.865,27.239,16.865,2880,7.958359205
26,14,13,17.052,17.565,18.664,17.145,17.779,16.865,19.918,17.041,19.51,17.587,16.865,4732,7.958359205
6,4,4,16.866,18.251,19.078,17.019,19.416,17.561,17.448,17.572,19.865,17.049,16.866,96,7.957887347
6,7,7,17.654,27.13,16.866,17.232,18.525,17.28,17.481,18.002,17.826,20.106,16.866,294,7.957887347
6,10,7,17.906,18.62,16.866,17.194,21.413,17.75,18.118,17.634,18.663,17.428,16.866,420,7.957887347
8,7,11,18.73,27.296,27.085,17.509,17.107,16.866,27.288,18.416,18.899,18.549,16.866,616,7.957887347
29,12,13,19.424,19.996,17.033,17.937,17.29,18.386,17.435,18.561,27.335,16.866,16.866,4524,7.957887347
103,4,13,18.575,17.651,17.855,18.135,18.867,18.535,16.866,18.008,18.571,17.635,16.866,5356,7.957887347
8,15,6,17.161,17.875,21.718,19.056,20.319,16.867,18.966,17.251,18.25,19.067,16.867,720,7.957415545
13,15,4,17.551,17.242,18.491,17.056,16.905,17.309,18.09,27.332,17.306,16.867,16.867,780,7.957415545
16,15,16,18.84,19.022,18.276,17.225,19.012,17.663,19.341,17.694,16.867,17.616,16.867,3840,7.957415545
21,16,5,21.404,18.638,18.621,17.473,17.251,18.449,18.057,17.487,19.928,16.867,16.867,1680,7.957415545
26,16,13,19.18,17.081,21.484,16.867,18.342,17.611,17.214,17.499,18.126,18.624,16.867,5408,7.957415545
10,6,12,18.249,18.974,17.806,17.143,17.944,16.868,17.813,17.624,20.265,27.255,16.868,720,7.956943799
12,15,10,18.51,17.807,27.246,17.661,17.845,18.596,17.887,16.868,18.492,17.589,16.868,1800,7.956943799
18,10,12,27.685,22.232,27.52,18.346,27.65,27.017,17.971,19.332,20.508,16.868,16.868,2160,7.956943799
6,11,7,18.997,17.564,16.869,17.697,18.079,17.732,27.945,17.596,18.812,17.335,16.869,462,7.956472109
21,14,13,16.869,17.607,18.445,18.721,20.169,17.058,18.153,20.113,19.051,17.129,16.869,3822,7.956472109
35,10,11,22.398,27.627,17.955,17.808,18.11,18.185,17.266,18.441,17.335,16.869,16.869,3850,7.956472109
