Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
38,14,8,308.195,265.304,396.402,359.461,261.211,293.95,358.895,269.568,242.013,284.948,242.013,4256,0.554588919
109,4,11,242.013,256.706,245.171,298.611,248.663,259.766,245.622,282.142,267.738,266.195,242.013,4796,0.554588919
115,11,8,260.39,255.129,272.941,303.701,255.968,258.128,258.59,242.013,249.125,248.273,242.013,10120,0.554588919
102,5,5,265.688,242.015,362.189,264.558,312.267,316.934,242.926,262.457,255.483,289.386,242.015,2550,0.554584336
118,5,12,252.154,287.534,242.083,312.666,242.993,254.182,242.015,263.304,288.067,250.474,242.015,7080,0.554584336
62,4,15,264.243,288.565,280.638,317.887,242.016,280.793,257.951,273.215,275.641,310.705,242.016,3720,0.554582044
73,13,11,242.016,314.186,332.426,343.02,309.485,298.878,242.495,261.385,261.329,265.497,242.016,10439,0.554582044
109,7,11,247.58,260.575,258.442,242.016,293.833,245.106,304.888,277.587,257.225,250.445,242.016,8393,0.554582044
79,7,8,269.077,260.514,309.446,341.279,242.017,250.385,255.857,268.889,243.078,287.085,242.017,4424,0.554579753
103,15,5,248.09,302.988,270.152,313.884,282.797,254.248,254.122,243.608,269.352,242.017,242.017,7725,0.554579753
112,12,12,243.206,259.911,253.931,254.023,246.434,253.082,242.382,268.927,242.017,272.899,242.017,16128,0.554579753
123,15,11,307.069,288.18,272.421,242.017,247.185,246.332,315.396,249.924,244.513,260.865,242.017,20295,0.554579753
33,13,11,331.654,255.55,299.563,242.018,284.332,323.291,247.036,248.093,289.5,300.887,242.018,4719,0.554577461
87,4,11,270.963,290.881,291.603,246.743,242.018,269.812,246.655,319.251,297.203,263.816,242.018,3828,0.554577461
123,10,5,249.83,251.346,298.277,277.309,250.293,269.459,312.232,276.373,258.844,242.018,242.018,6150,0.554577461
126,7,14,277.179,268.698,275.714,246.246,259.346,251.829,242.018,296.234,272.288,299.004,242.018,12348,0.554577461
15,16,5,255.999,254.687,252.92,282.547,248.321,242.019,262.568,294.615,330.567,309.719,242.019,1200,0.55457517
126,7,4,264.56,276.128,320.61,311.989,336.63,281.016,285.893,242.019,267.189,250.094,242.019,3528,0.55457517
16,12,15,249.058,277.109,247.125,246.532,257.853,262.696,258.863,328.597,281.836,242.02,242.02,2880,0.554572878
17,5,8,299.626,346.927,265.692,260.391,252.94,242.02,248.184,256.277,270.267,302.442,242.02,680,0.554572878
96,9,8,289.016,259.396,242.02,260.839,295.132,254.586,288.86,271.881,250.594,265.606,242.02,6912,0.554572878
128,14,14,251.057,270.652,267.288,242.02,250.364,255.239,264.329,256.478,243.551,268.67,242.02,25088,0.554572878
92,14,6,272.775,251.261,290.817,268.723,242.021,268.717,255.254,255.451,256.385,270.649,242.021,7728,0.554570587
11,14,15,312.116,271.849,305.309,256.84,242.022,261.782,294.681,273.078,272.964,289.463,242.022,2310,0.554568295
64,10,9,271.067,265.484,254.064,264.849,242.62,244.378,302.469,320.182,242.022,328.261,242.022,5760,0.554568295
69,13,7,333.364,299.641,398.783,271.413,344.75,296.349,259.149,242.023,308.312,251.031,242.023,6279,0.554566004
90,11,10,312.82,283.304,259.835,295.508,247.501,242.023,243.438,246.558,244.846,247.195,242.023,9900,0.554566004
115,11,9,256.865,245.347,251.2,243.535,254.958,244.228,242.023,308.555,242.803,257.904,242.023,11385,0.554566004
80,5,6,251.246,261.494,261.314,262.55,317.87,283.181,284.803,314.537,250.914,242.024,242.024,2400,0.554563713
88,4,8,253.245,258.559,302.115,308.499,257.908,281.631,254.333,242.024,248.028,276.633,242.024,2816,0.554563713
41,7,7,248.74,280.089,282.373,250.905,255.436,253.925,242.025,266.841,270.575,288.639,242.025,2009,0.554561421
96,9,7,252.543,279.404,277.145,260.916,286.067,242.409,285.435,245.796,254.106,242.025,242.025,6048,0.554561421
98,13,8,253.676,242.989,253.059,242.025,254.674,291.472,294.937,265.7,244.599,255.654,242.025,10192,0.554561421
113,4,11,306.365,268.527,255.914,244.016,255.794,242.025,256.504,249.374,268.656,323.91,242.025,4972,0.554561421
113,5,13,266.123,250.653,277.195,281.326,242.025,268.705,250.319,295.895,265.503,243.37,242.025,7345,0.554561421
15,7,8,285.757,242.026,291.83,279.352,320.943,310.744,280.694,312.794,344.63,293.036,242.026,840,0.55455913
71,15,5,253.615,258.435,242.026,253.797,243.876,261.937,242.122,279.17,244.361,269.024,242.026,5325,0.55455913
107,7,13,258.765,247.401,253.259,246.874,254.02,242.026,256.67,243.088,269.767,247.333,242.026,9737,0.55455913
110,12,16,276.207,288.143,282.2,253.452,264.731,242.026,260.156,242.491,255.949,250.929,242.026,21120,0.55455913
17,13,11,273.141,242.027,276.128,362.459,387.258,367.839,261.28,255.549,289.048,390.118,242.027,2431,0.554556839
20,10,16,303.792,277.8,244.616,246.083,294.292,283.577,291.709,242.027,280.868,246.646,242.027,3200,0.554556839
122,14,16,251.767,244.299,249.302,259.734,242.027,262.554,253.477,297.552,249.003,248.425,242.027,27328,0.554556839
48,9,13,254.45,283.029,265.159,258.193,247.805,267.443,242.028,266.995,330.213,266.796,242.028,5616,0.554554547
121,11,7,257.114,285.812,301.13,253.067,273.979,270.134,254.925,275.63,312.218,242.028,242.028,9317,0.554554547
7,13,10,242.029,243.512,274.472,298.052,261.301,259.738,285.783,242.813,254.203,294.045,242.029,910,0.554552256
18,16,4,319.256,261.019,250.779,242.029,286.065,288.706,286.74,250.339,247.441,266.246,242.029,1152,0.554552256
33,9,7,275.345,292.74,339.783,293.461,246.272,242.029,304.048,258.871,325.4,245.988,242.029,2079,0.554552256
45,6,5,319.192,242.03,249.624,253.336,268.521,249.804,249.872,270.232,284.957,263.112,242.03,1350,0.554549965
72,5,12,242.03,245.226,263.059,275.094,247.56,252.797,257.933,302.14,344.993,254.89,242.03,4320,0.554549965
88,4,7,316.985,262.049,256.823,251.948,244.227,260.346,245.113,269.748,242.03,266.253,242.03,2464,0.554549965
116,16,4,290.845,257.506,244.675,258.678,242.031,298.442,298.808,259.972,249.199,265.456,242.031,7424,0.554547674
25,4,10,299.002,249.252,247.351,291.838,248.869,242.032,270.707,247.797,260.851,261.571,242.032,1000,0.554545382
96,11,7,267.652,247.688,243.324,273.353,242.032,317.067,300.746,271.869,243.033,265.858,242.032,7392,0.554545382
74,13,6,332.682,242.033,255.415,242.298,250.114,256.003,297.139,251.956,256.18,284.737,242.033,5772,0.554543091
92,6,15,242.033,278.319,299.372,264.276,281.3,245.764,244.563,299.962,249.031,245.713,242.033,8280,0.554543091
100,14,7,242.033,266.53,260.364,274.247,258.008,243.997,259.515,248.457,315.417,277.21,242.033,9800,0.554543091
107,4,8,250.015,255.803,242.033,304.719,264.573,250.733,247.57,300.344,376.003,361.743,242.033,3424,0.554543091
110,13,8,263.31,261.761,247.031,254.412,298.923,301.227,242.034,265.112,243.956,298.226,242.034,11440,0.5545408
122,8,12,266.601,242.034,252.643,244.503,253.838,243.328,280.153,302.72,267.363,279.394,242.034,11712,0.5545408
128,13,8,247.696,256.487,246.202,304.843,279.342,242.035,253.433,258.923,325.273,298.021,242.035,13312,0.554538509
31,13,8,248.711,250.351,288.378,244.803,265.235,293.445,271.303,267.458,252.204,242.036,242.036,3224,0.554536218
43,4,7,244.893,294.861,242.036,306.343,252.555,302.514,259.072,252.871,248.463,319.564,242.036,1204,0.554536218
61,11,8,242.039,374.343,290.46,288.145,307.775,247.335,268.592,271.846,242.826,267.942,242.039,5368,0.554529344
79,16,8,247.397,298.217,255.07,259.204,242.128,263.695,245.075,248.504,242.039,309.696,242.039,10112,0.554529344
127,11,12,242.039,292.261,259.079,296.604,263.842,272.243,279.062,307.614,294.463,294.89,242.039,16764,0.554529344
15,16,13,250.218,271.469,264.651,242.042,255.348,260.239,258.701,242.38,257.729,328.789,242.042,3120,0.554522471
42,14,11,310.48,283.649,355.548,266.3,356.06,268.125,278.967,278.071,242.042,265.639,242.042,6468,0.554522471
119,4,6,250.529,299.815,255.007,249.679,252.175,242.042,258.079,331.838,266.18,298.968,242.042,2856,0.554522471
122,5,7,242.593,252.702,242.042,259.987,242.198,257.152,257.738,256.297,248.419,248.572,242.042,4270,0.554522471
15,14,12,263.641,282.564,257.923,249.975,243.824,259.427,248.356,242.043,268.272,248.157,242.043,2520,0.55452018
58,6,6,302.871,257.09,244.908,277.399,280.208,249.367,242.044,262.815,252.125,258.687,242.044,2088,0.554517889
62,16,10,260.627,273.26,321.965,377.965,393.159,353.31,311.46,272.415,242.044,247.796,242.044,9920,0.554517889
81,5,16,242.044,299.767,265.283,251.941,299.058,262.508,243.569,256.385,365.763,281.168,242.044,6480,0.554517889
80,13,14,255.215,253.467,248.254,250.547,242.045,250.527,266.778,256.145,357.66,247.926,242.045,14560,0.554515598
115,6,12,246.504,349.874,283.403,282.541,242.046,289.168,277.383,285.002,300.597,243.853,242.046,8280,0.554513307
49,10,12,257.028,242.047,252.475,253.812,271.234,323.242,266.332,318.231,307.615,418.659,242.047,5880,0.554511016
66,15,6,326.786,262.998,249.164,250.72,243.876,243.653,243.281,242.047,251.217,252.783,242.047,5940,0.554511016
120,16,12,253.016,293.148,292.42,294.106,242.047,253.415,245.873,268.022,242.259,250.046,242.047,23040,0.554511016
104,14,8,358.4,242.048,278.602,250.465,246.881,247.684,247.409,272.519,316.705,245.49,242.048,11648,0.554508726
110,7,16,255.231,242.048,244.846,243.489,263.668,275.947,309.321,293.144,304.108,256.996,242.048,12320,0.554508726
125,13,14,250.227,260.464,259.333,242.048,268.073,247.002,254.788,246.776,266.138,285.563,242.048,22750,0.554508726
98,7,13,254.194,242.184,253.7,246.202,257.429,247.76,243.87,242.049,259.89,244.358,242.049,8918,0.554506435
111,14,7,266.765,290.495,251.932,252.77,250.619,270.374,242.049,302.112,321.019,287.311,242.049,10878,0.554506435
71,6,16,301.103,242.051,330.943,280.518,251.497,249.429,256.261,246.517,249.531,282.748,242.051,6816,0.554501853
83,15,12,304.251,262.802,302.756,265.401,243.983,243.365,263.537,242.051,252.807,250.411,242.051,14940,0.554501853
44,11,11,300.823,248.207,242.052,256.894,268.823,251.47,250.055,249.933,253.888,243.895,242.052,5324,0.554499562
92,9,11,247.676,268.232,248.367,286.345,251.286,251.502,244.373,277.354,242.052,261.173,242.052,9108,0.554499562
114,9,9,310.032,315.725,288.96,271.448,242.052,253.034,246.87,254.434,263.481,299.094,242.052,9234,0.554499562
80,4,13,281.948,242.896,258.427,242.053,304.289,246.019,312.437,324.712,272.01,249.582,242.053,4160,0.554497271
90,9,8,290.065,322.024,260.177,242.053,276.962,263.606,275.136,258.418,284.258,254.366,242.053,6480,0.554497271
95,14,10,313.567,242.055,286.124,250.449,250.107,254.154,275.5,290.143,269.355,274.603,242.055,13300,0.55449269
11,10,5,242.056,255.343,302.441,279.031,242.275,271.965,306.626,252.821,256.447,247.585,242.056,550,0.554490399
64,9,16,269.532,276.931,270.471,264.046,278.988,339.812,278.095,264.701,242.057,297.635,242.057,9216,0.554488108
69,7,15,253.33,251.19,249.566,250.434,288.155,290.923,262.815,242.057,246.68,255.891,242.057,7245,0.554488108
88,15,13,242.058,261.493,251.2,270.218,260.806,254.422,242.535,262.808,315.354,270.087,242.058,17160,0.554485817
107,14,4,277.356,260.638,242.058,248.622,287.013,244.676,267.052,249.566,243.128,306.047,242.058,5992,0.554485817
115,13,4,251.8,288.705,263.532,281.433,242.058,246.109,244.947,370.444,355.945,351.592,242.058,5980,0.554485817
55,10,16,307.343,268.345,292.444,259.823,288.356,295.021,247.676,259.857,242.059,256.417,242.059,8800,0.554483527
79,5,13,306.987,277.529,278.425,247.547,303.328,389.783,336.633,242.059,281.481,246.858,242.059,5135,0.554483527
97,8,14,289.152,284.271,249.577,302.365,248.711,295.425,366.073,290.722,256.319,242.059,242.059,10864,0.554483527
108,15,11,246.867,244.461,256.316,253.547,344.481,255.476,319.61,333.596,242.059,348.347,242.059,17820,0.554483527
120,7,14,245.939,252.029,278.247,292.544,258.545,261.93,242.06,293.929,297.86,255.406,242.06,11760,0.554481236
39,15,5,262.04,242.061,250.763,307.541,297.302,254.215,249.304,273.552,296.761,385.578,242.061,2925,0.554478945
117,8,13,242.841,242.061,248.471,281.594,264.623,290.08,252.521,244.274,246.452,254.173,242.061,12168,0.554478945
50,16,10,243.534,262.257,242.062,252.777,242.771,252.222,333.543,359.094,321.59,272.118,242.062,8000,0.554476655
94,6,16,254.481,280.392,245.28,271.828,331.766,242.063,285.916,298.642,338.041,280.982,242.063,9024,0.554474364
110,14,7,243.698,273.21,260.466,263.101,249.005,262.497,242.063,261.613,257.211,255.71,242.063,10780,0.554474364
5,5,6,242.065,306.7,273.97,283.698,260.748,245.12,245.709,257.016,267.598,260.531,242.065,150,0.554469783
64,4,11,390.968,354.079,371.235,368.771,346.66,268.695,243.895,248.235,242.065,244.196,242.065,2816,0.554469783
65,14,15,303.646,275.79,387.288,333.95,260.248,294.025,324.182,309.173,242.065,259.385,242.065,13650,0.554469783
68,8,4,251.443,284.877,258.702,245.912,257.432,254.347,260.717,242.066,265.929,244.661,242.066,2176,0.554467492
79,14,14,254.901,254.054,274.473,295.825,247.834,254.238,321.553,259.369,258.602,242.066,242.066,15484,0.554467492
44,4,15,242.068,267.823,283.26,265.156,280.704,273.486,282.367,255.352,256.571,252.562,242.068,2640,0.554462911
85,8,14,282.898,282.013,304.962,242.068,264.564,245.182,336.657,253.466,254.222,253.829,242.068,9520,0.554462911
127,8,10,309.664,280.087,306.459,272.827,253.83,242.069,258.631,243.671,253.141,255.833,242.069,10160,0.554460621
5,14,8,242.071,306.225,255.104,262.916,263.557,266.712,247.507,263.936,243.708,292.315,242.071,560,0.55445604
72,4,15,255.519,252.806,248.874,265.806,260.131,263.403,243.413,255.847,242.071,251.546,242.071,4320,0.55445604
92,4,11,294.817,262.453,258.986,242.071,251.014,243.626,252.839,287.403,288.247,252.245,242.071,4048,0.55445604
64,11,13,243.378,282.369,255.028,250.153,262.728,242.073,260.854,297.505,321.128,266.402,242.073,9152,0.554451459
7,11,15,250.358,250.493,279.041,250.095,306.014,286.955,297.369,245.428,328.123,242.075,242.075,1155,0.554446878
19,5,9,253.223,278.011,244.604,251.751,254.273,253.713,242.075,297.018,268.853,250.222,242.075,855,0.554446878
27,6,9,256.695,242.075,252.268,249.567,251.315,269.127,284.936,280.472,298.124,285.449,242.075,1458,0.554446878
51,10,6,316.661,318.953,337.48,380.871,306.209,276.988,254.431,250.102,242.075,262.98,242.075,3060,0.554446878
18,11,15,288.294,307.27,326.103,335.523,260.984,268.659,299.904,326.217,364.322,242.076,242.076,2970,0.554444588
22,12,14,250.966,263.71,244.184,265.148,293.85,254.474,242.076,242.989,258.131,310.44,242.076,3696,0.554444588
36,6,9,316.184,248.533,250.275,255.619,242.076,264.033,245.069,315.203,250.732,249.517,242.076,1944,0.554444588
79,8,15,256.805,357.98,263.276,242.076,288.519,257.73,321.872,256.874,257.283,243.228,242.076,9480,0.554444588
70,15,14,312.759,267.833,267.574,385.857,283.544,242.524,244.834,242.077,247.15,250.74,242.077,14700,0.554442297
94,6,9,252.521,250.44,258.422,297.934,315.365,336.952,296.976,303.662,249,242.077,242.077,5076,0.554442297
109,13,12,252.981,379.129,251.124,242.077,262.133,248.886,298.282,300.129,268.557,339.757,242.077,17004,0.554442297
114,5,10,253.134,244.606,273.858,264.949,252.335,248.395,248.898,242.077,248.698,251.866,242.077,5700,0.554442297
114,12,10,242.077,251.58,247.848,244.947,242.179,261.65,336.952,245.859,243.224,243.981,242.077,13680,0.554442297
116,12,11,242.077,270.832,252.018,243.751,257.731,248.909,253.179,249.541,261.323,270.26,242.077,15312,0.554442297
117,6,16,242.077,256.041,244.022,263.128,266.406,262.338,242.873,261.881,249.763,254.776,242.077,11232,0.554442297
94,4,4,255.603,264.398,268.764,242.752,252.695,242.078,303.313,296.784,263.007,280.384,242.078,1504,0.554440007
122,7,13,242.449,248.816,242.078,255.318,250.42,245.916,242.897,291.661,301.228,263.493,242.078,11102,0.554440007
36,9,9,258.867,268.427,328.376,250.016,269.018,242.079,265.751,300.561,271.116,253.293,242.079,2916,0.554437717
95,7,16,259.817,283.932,310.861,269.172,242.079,263.976,298.152,282.887,278.196,270.58,242.079,10640,0.554437717
42,5,4,263.372,275.612,273.01,242.08,254.913,278.208,248.444,248.59,287.7,262.665,242.08,840,0.554435426
62,10,12,257.53,287.868,319.6,263.178,242.08,247.973,288.422,256.582,258.999,258.462,242.08,7440,0.554435426
94,14,5,256.495,306.19,273.744,290.275,242.08,271.714,243.86,252.114,244.969,299.477,242.08,6580,0.554435426
108,12,9,247.242,249.027,287.291,242.08,265.838,266.292,246.628,317.349,328.28,373.613,242.08,11664,0.554435426
11,9,7,317.164,242.081,266.296,286.932,255.315,262.392,385.093,304.676,321.859,345.727,242.081,693,0.554433136
85,13,5,242.321,277.426,258.522,242.081,270.259,243.722,268.929,257.767,256.479,310.106,242.081,5525,0.554433136
118,9,10,243.741,253.13,244.255,255.936,242.082,243.735,249.391,259.513,278.159,259.425,242.082,10620,0.554430846
25,11,4,291.978,299.524,243.932,258.595,274.123,282.937,254.082,280.911,250.187,242.083,242.083,1100,0.554428555
71,7,9,249.596,242.083,248.888,249.791,260.384,264.485,252.45,276.025,246.623,258.085,242.083,4473,0.554428555
114,12,14,301.83,255.786,255.156,264.431,248.218,252.184,246.568,259.296,242.083,252.228,242.083,19152,0.554428555
123,10,12,248.182,267.763,250.21,248.686,242.083,258.649,247.949,250.574,270.322,294.771,242.083,14760,0.554428555
110,15,15,311.082,243.815,254.746,301.622,283.22,274.693,242.084,267.903,261.709,248.523,242.084,24750,0.554426265
57,14,8,308.45,324.461,399.156,330.103,386.37,259.449,296.081,248.046,278.054,242.085,242.085,6384,0.554423975
80,9,15,278.739,346.759,262.958,244.999,246.368,263.361,242.53,242.086,276.017,253.805,242.086,10800,0.554421685
80,10,4,251.93,261.111,250.119,256.61,242.086,272.672,296.681,257.088,245.685,253.862,242.086,3200,0.554421685
78,14,9,337.323,276.462,263.945,286.672,319.411,242.087,296.184,338.033,257.569,244.764,242.087,9828,0.554419395
113,15,12,247.885,287.838,301.761,242.087,255.6,255.347,248.795,244.063,291.603,330.288,242.087,20340,0.554419395
5,11,16,242.089,242.493,294.668,324.078,385.161,371.269,295.07,320.24,268.405,251.858,242.089,880,0.554414814
68,4,4,287.565,280.069,280.988,244.103,252.593,266.647,242.089,246.981,254.784,252.242,242.089,1088,0.554414814
120,15,14,242.089,259.302,252.934,256.21,274.936,292.375,323.016,328.869,363.716,250.778,242.089,25200,0.554414814
92,16,15,297.82,266.494,242.855,256.034,242.09,272.959,250.012,244.719,252.114,252.096,242.09,22080,0.554412524
121,5,4,248.527,244.749,258.403,242.09,251.535,300.401,299.307,255.585,258.549,246.418,242.09,2420,0.554412524
18,9,4,310.819,258.796,254.798,242.106,254.313,250.88,249.606,242.691,248.561,242.091,242.091,648,0.554410234
45,5,16,247.006,300.78,249.15,298.404,269.826,242.091,260.318,278.839,268.315,268.266,242.091,3600,0.554410234
60,16,7,317.788,257.169,252.78,267.341,278.609,263.276,244.303,273.287,242.091,255.289,242.091,6720,0.554410234
62,7,11,305.22,363.644,341.18,271.148,342.316,242.091,274.175,257.633,245.537,302.955,242.091,4774,0.554410234
96,6,9,255.346,242.091,269.466,242.303,248.361,300.024,303.171,317.565,252.043,263.307,242.091,5184,0.554410234
18,14,11,306.948,262.945,284.792,250.333,251.354,262.052,286.595,242.092,297.352,270.342,242.092,2772,0.554407944
41,8,15,247.051,243.967,249.303,242.093,243.2,264.477,296.692,248.458,262.336,334.025,242.093,4920,0.554405654
109,10,6,290.698,268.924,254.949,279.331,278.378,248.237,256.282,248.036,242.093,289.857,242.093,6540,0.554405654
86,12,16,261.348,263.937,299.562,281.917,278.408,255.587,242.094,244.643,285.417,313.636,242.094,16512,0.554403364
106,7,10,242.095,251.67,246.662,251.528,287.223,302.185,258.663,270.363,245.601,322.392,242.095,7420,0.554401074
114,5,16,242.095,311.771,292.237,247.819,279.263,245.129,257.026,246.137,259.743,243.122,242.095,9120,0.554401074
123,8,9,260.263,252.718,244.315,253.91,274.654,260.871,245.933,259.215,242.095,253.246,242.095,8856,0.554401074
37,10,12,361.117,298.588,280.441,257.347,283.99,263.515,271.898,251.76,282.56,242.096,242.096,4440,0.554398784
104,10,12,280.335,249.413,255.824,308.965,249.554,283.717,242.096,247.381,300.838,250.978,242.096,12480,0.554398784
119,5,5,253.29,250.403,242.933,267.972,301.367,242.096,252.971,247.021,254.105,270.384,242.096,2975,0.554398784
96,10,5,298.658,250.111,261.495,245.757,253.64,260.331,256.14,249.588,242.097,268.906,242.097,4800,0.554396494
107,8,13,242.097,275.074,242.982,243.983,251.219,287.241,255.356,319.438,282.519,271.318,242.097,11128,0.554396494
45,11,10,242.098,247.747,242.856,251.053,244.574,248.033,244.646,251.75,248.586,256.624,242.098,4950,0.554394204
62,15,15,299.118,306.357,244.689,294.496,242.098,251.757,282.984,268.643,243.692,272.718,242.098,13950,0.554394204
27,16,16,293.03,256.173,269.606,292.705,284,273.797,266.261,242.099,309.572,246.952,242.099,6912,0.554391914
104,7,14,351.426,259.355,261.697,262.383,257.659,242.099,299.188,322.17,275.884,245.32,242.099,10192,0.554391914
110,13,11,254.722,267.736,268.651,242.099,258.801,254.499,255.427,245.262,248.825,249.933,242.099,15730,0.554391914
52,4,8,253.282,268.472,252.589,253.766,242.1,265.479,246.195,255.624,261.956,279.614,242.1,1664,0.554389624
93,11,13,289.477,252.245,263.648,258.788,273,242.101,255.558,250.257,253.057,252.95,242.101,13299,0.554387334
99,13,15,242.671,270.017,250.989,250.695,252.922,253.027,242.102,307.209,246.46,259.535,242.102,19305,0.554385044
109,8,11,242.102,256.504,245.014,265.609,259.826,290.22,292.745,290.633,258.888,248.617,242.102,9592,0.554385044
19,15,7,319.225,327.22,356.06,302.518,255.602,369.217,376.193,275.399,256.903,242.103,242.103,1995,0.554382754
81,9,15,294.288,247.354,363.018,242.5,332.838,250.661,291.76,267.965,268.195,242.103,242.103,10935,0.554382754
82,12,4,298.869,309.737,278.191,242.103,270.518,257.928,283.103,297.726,251.291,262.46,242.103,3936,0.554382754
122,4,16,254.495,278.713,259.082,242.103,252.678,305.422,247.951,242.246,250.915,269.901,242.103,7808,0.554382754
49,13,7,248.499,251.434,272.032,313.517,254.714,268.349,250.28,258.872,265.218,242.104,242.104,4459,0.554380465
106,8,5,251.449,299.331,263.377,242.104,259.242,251.358,249.157,250.908,254.775,278.846,242.104,4240,0.554380465
109,11,6,276.284,273.091,257.183,242.969,271.712,258.113,242.104,256.775,246.371,256.134,242.104,7194,0.554380465
21,15,6,249.297,251.116,242.106,255.704,256.476,301.381,247.787,266.837,242.129,257.501,242.106,1890,0.554375885
85,4,10,247.537,287.816,242.107,246.332,295.187,261.528,242.772,256.96,281.351,256.566,242.107,3400,0.554373595
121,15,15,242.871,249.071,298.997,263.367,295.326,291.815,277.012,309.053,242.107,252.668,242.107,27225,0.554373595
126,16,16,284.784,303.774,375.162,246.049,297.872,251.235,253.779,262.342,242.107,256.411,242.107,32256,0.554373595
76,8,11,251.736,242.108,282.933,286.985,308.56,295.264,287.724,320.779,317.244,305.254,242.108,6688,0.554371305
18,16,15,396.611,393.371,329.396,339.774,242.109,257.417,250.107,280.326,289.607,281.391,242.109,4320,0.554369016
112,8,7,302.301,248.057,283.842,249.776,242.109,257.359,256.014,261.863,243.009,244.732,242.109,6272,0.554369016
107,6,10,254.861,258.048,247.015,245.34,255.19,242.11,281.825,273.937,251.834,256.061,242.11,6420,0.554366726
126,10,4,287.843,259.425,257.532,280.132,279.739,242.111,246.735,248.991,255.358,246.709,242.111,5040,0.554364436
6,14,5,383.726,294.546,322.654,266.545,273.448,242.112,246.575,246.824,256.757,259.697,242.112,420,0.554362146
34,8,11,260.18,250.058,259.622,242.112,260.45,242.518,274.04,307.182,298.755,251.609,242.112,2992,0.554362146
91,15,6,264.028,260.201,251.963,285.099,259.742,270.135,262.644,250.386,242.112,290.816,242.112,8190,0.554362146
118,15,6,299.947,255.113,242.113,253.449,246.844,252.51,255.265,303.215,319.028,301.245,242.113,10620,0.554359857
110,15,9,271.246,272.88,271.461,242.116,274.228,278.747,286.136,275.432,271.365,284.52,242.116,14850,0.554352988
13,9,4,282.14,291.26,278.166,258.268,256.038,279.486,249.986,277.286,242.117,290.879,242.117,468,0.554350698
22,11,14,264.942,259.655,280.545,322.472,252.754,242.117,255.135,279.127,259.935,269.325,242.117,3388,0.554350698
26,16,6,252.814,273.229,250.064,249.569,242.117,281.451,261.859,272.365,250.392,271.719,242.117,2496,0.554350698
69,9,13,274.985,293.439,267.556,272.717,247.349,256.177,252.453,242.117,297.067,249.025,242.117,8073,0.554350698
77,16,11,242.799,306.651,256.954,251.743,245.006,288.656,255.142,242.117,269.68,260.273,242.117,13552,0.554350698
79,15,13,308.189,244.844,309.209,242.117,252.486,388.244,243.395,252.899,247.456,290.405,242.117,15405,0.554350698
127,6,16,256.489,251.248,245.402,243.727,242.118,256.06,255.769,312.042,250.486,246.682,242.118,12192,0.554348409
106,15,11,252.861,275.835,279.504,307.49,243.69,264.316,249.86,293.007,254.912,242.119,242.119,17490,0.554346119
16,8,9,242.122,254.596,261.996,271.144,265.536,253.673,244.604,274.299,338.717,392.898,242.122,1152,0.55433925
49,4,14,246.585,279.211,273.674,315.421,381.391,270.815,321.69,319.401,242.122,288.172,242.122,2744,0.55433925
68,13,10,297.989,309.686,270.113,315.523,251.396,280.308,242.122,252.127,290.876,248.232,242.122,8840,0.55433925
128,5,13,251.249,306.162,264.268,242.782,296.274,262.475,249.895,252.878,251.006,242.122,242.122,8320,0.55433925
34,6,11,249.029,242.625,304.055,243.427,252.972,263.978,278.055,242.123,270.316,269.354,242.123,2244,0.554336961
37,4,12,263.605,262.2,310.527,252.212,283.598,281.309,267.692,245.969,256.881,242.123,242.123,1776,0.554336961
92,7,8,335.924,278.664,303.122,318.002,276.411,242.49,258.605,242.123,263.417,288.271,242.123,5152,0.554336961
95,4,7,318.232,293.991,264.878,294.667,248.399,287.112,250.367,242.123,270.426,262.803,242.123,2660,0.554336961
24,13,6,306.178,280.455,252.192,260.486,257.12,242.124,250.368,270.145,266.821,268.382,242.124,1872,0.554334671
32,11,16,242.124,300.963,242.376,278.715,308.457,246.647,305.239,281.985,316.666,342.535,242.124,5632,0.554334671
36,14,5,253.008,311.163,365.758,276.69,254.511,324.704,242.124,258.12,252.963,294.731,242.124,2520,0.554334671
24,16,7,266.637,250.412,242.125,304.287,303.47,356.002,389.996,278.853,316.56,311.097,242.125,2688,0.554332382
78,10,12,251.938,389.249,251.995,245.509,275.596,246.573,253.107,242.125,339.101,257.804,242.125,9360,0.554332382
86,11,10,262.523,337.632,259.776,263.18,264.611,279.574,268.019,250.895,242.125,285.566,242.125,9460,0.554332382
120,10,14,355.397,293.605,250.758,312.439,263.727,274.958,349.834,302.29,242.125,328.466,242.125,16800,0.554332382
78,16,5,242.126,274.893,271.281,277.838,266.111,281.943,374.53,391.592,378.274,348.809,242.126,6240,0.554330093
117,9,12,254.836,254.627,242.126,257.591,257.11,248.208,285.373,249.697,282.673,243.263,242.126,12636,0.554330093
43,7,11,258.498,282.492,268.691,242.127,245.614,252.561,242.713,256.708,324.671,270.668,242.127,3311,0.554327803
44,10,5,303.781,255.609,294.768,242.127,248.556,246.94,264.158,247.897,264.656,259.756,242.127,2200,0.554327803
68,16,16,379.412,340.406,286.232,248.017,247.225,277.267,271.729,242.128,256.671,273.935,242.128,17408,0.554325514
92,9,9,267.869,247.69,250.096,249.764,288.474,257,274.519,242.128,246.481,251.978,242.128,7452,0.554325514
