Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
117,4,6,238.112,282.028,246.311,247.811,244.676,252.868,272.189,252.85,242.469,244.1,238.112,2808,0.563674775
120,10,4,242.4,323.404,259.556,258.532,260.774,238.112,258.21,250.227,245.357,240.982,238.112,4800,0.563674775
109,10,15,255.993,297.336,283.399,313.11,294.043,243.024,252.077,238.113,254.989,251.216,238.113,16350,0.563672408
122,15,11,238.114,287.371,257.889,252.203,269.59,292.796,243.976,249.553,241.238,248.263,238.114,20130,0.56367004
94,4,7,258.028,260.058,241.295,269.945,253.859,264.55,247.724,254.268,247.202,238.119,238.119,2632,0.563658205
94,12,5,255.979,240.801,249.592,256.309,256.997,249.985,249.493,279.743,256.434,238.123,238.123,5640,0.563648736
39,7,8,266.274,258.637,238.138,258.432,243.734,267.484,243.411,287.906,245.69,291.038,238.138,2184,0.563613233
99,16,10,247.156,252.269,238.139,258.243,240.573,253.663,256.184,244.897,255.038,244.193,238.139,15840,0.563610866
102,9,10,252.139,245.145,257.618,248.455,264.883,258.846,282.784,238.14,246.103,246.522,238.14,9180,0.563608499
97,8,11,257.481,238.142,267.628,240.061,259.218,239.222,320.89,273.828,241.42,239.821,238.142,8536,0.563603766
115,11,10,249.897,283.393,238.145,247.698,244.837,259.561,242.1,304.146,259.308,260.525,238.145,12650,0.563596666
105,11,4,305.931,252.085,262.053,266.468,307.659,243.403,269.352,238.146,263.095,255.451,238.146,4620,0.563594299
94,13,9,299.408,238.154,290.811,264.426,294.825,262.428,305.696,244.767,285.872,243.242,238.154,10998,0.563575367
40,12,16,263.446,279.777,266.316,248.098,252.225,245.544,238.158,261.002,291.039,259.372,238.158,7680,0.563565902
97,8,7,245.972,256.318,258.778,262.289,238.16,276.454,262.345,305.611,247.756,357.071,238.16,5432,0.563561169
116,8,13,262.244,309.854,247.18,245.589,255.758,238.162,256.909,243.22,250.334,241.109,238.162,12064,0.563556436
123,10,6,256.893,239.78,255.218,245.784,281.758,242.477,266.51,242.999,245.613,238.163,238.163,7380,0.56355407
100,14,10,313.48,287.706,297.893,280.945,269.341,238.168,249.47,242.479,308.172,274.006,238.168,14000,0.563542239
120,14,11,247.238,277.432,240.298,257.838,247.898,259.612,254.138,238.172,270.989,248.802,238.172,18480,0.563532775
27,7,13,260.516,246.381,266.228,248.865,260.271,246.292,261.556,238.177,255.616,243.663,238.177,2457,0.563520945
120,8,16,244.035,259.684,238.185,252.97,259.564,259.775,240.799,258.165,259.358,255.143,238.185,15360,0.563502017
97,11,9,256.979,241.125,297.559,251.288,254.73,238.186,315.701,293.553,269.759,238.97,238.186,9603,0.563499652
99,11,12,296.147,251.811,245.717,272.045,246.832,262.277,238.187,249.738,243.758,265.06,238.187,13068,0.563497286
105,16,7,266.399,278.267,255.778,242.892,281.083,283.075,238.187,265.038,255.039,256.221,238.187,11760,0.563497286
97,6,12,305.847,264.345,310.822,338.414,250.737,242.93,246.715,238.194,269.628,269.708,238.194,6984,0.563480726
63,13,9,293.508,330.708,261.69,267.671,260.374,238.195,284.5,253.071,251.523,286.624,238.195,7371,0.56347836
103,7,13,261.355,259.08,242.249,249.655,279.806,238.196,255.21,238.821,252.026,250.555,238.196,9373,0.563475995
99,9,7,249.831,238.199,313.607,241.38,249.749,253.77,248.46,242.501,256.693,239.746,238.199,6237,0.563468898
21,8,12,261.025,318.528,245.919,257.273,264.361,255.578,257.606,253.588,238.2,247.707,238.2,2016,0.563466532
102,14,4,316.327,241.743,274.523,310.143,238.204,292.207,256.79,314.807,330.168,288.519,238.204,5712,0.56345707
95,12,16,295.529,256.447,239.095,255.638,238.209,335.924,295.191,260.08,322.888,294.794,238.209,18240,0.563445243
108,4,12,298.9,264.137,253.205,308.29,279.094,278.972,284.814,273.576,238.213,258.825,238.213,5184,0.563435782
94,13,6,304.537,238.216,270.751,312.704,280.228,238.977,263.332,354.076,243.901,269.621,238.216,7332,0.563428687
102,11,15,270.067,238.216,240.067,276.172,264.951,276.04,356.95,277.441,308.03,346.099,238.216,16830,0.563428687
74,5,5,316.702,328.649,332.36,249.552,238.22,251.489,247.665,261.939,254.267,258.192,238.22,1850,0.563419226
101,15,12,278.823,238.221,340.599,271.169,324.619,269.657,253.787,241.047,258.976,270.753,238.221,18180,0.563416861
80,11,14,240.798,249.687,238.223,318.228,242.118,257.741,258.761,267.724,240.784,257.083,238.223,12320,0.563412131
81,9,9,251.438,242.172,261.304,267.098,255.154,263.686,239.943,261.301,238.223,252.453,238.223,6561,0.563412131
53,5,10,301.672,318.784,243.114,275.094,246.602,278.852,251.404,287.196,238.234,251.079,238.234,2650,0.563386116
95,15,12,260.095,304.734,275.499,251.254,392.358,245.073,238.236,312.673,245.46,310.141,238.236,17100,0.563381387
65,13,16,242.908,255.36,238.238,254.595,304.123,296.574,283.568,333.333,241.338,296.86,238.238,13520,0.563376657
100,10,14,309.047,297.303,243.583,247.99,259.702,248.828,252.429,245.878,257.101,238.238,238.238,14000,0.563376657
128,9,9,244.414,299.511,325.774,362.489,255.457,260.231,261.997,254.679,290.01,238.246,238.246,10368,0.563357739
81,13,15,238.248,283.165,247.996,246.979,249.418,256.964,240.069,285.706,300.029,273.359,238.248,15795,0.56335301
36,15,7,297.053,287.356,280.97,238.249,267.589,238.747,247.484,284.801,248.154,253.478,238.249,3780,0.563350646
60,10,6,264.129,238.25,243.058,267.126,241.216,251.32,254.993,248.826,320.731,412.607,238.25,3600,0.563348281
76,15,4,295.051,295.286,243.275,248.362,244.569,260.538,320.285,238.251,268.666,283.154,238.251,4560,0.563345917
120,11,6,240.12,282.169,278.408,251.169,289.018,241.08,263.667,238.251,263.258,263.374,238.251,7920,0.563345917
103,16,16,258.258,251.461,278.293,253.928,262.916,240.094,258.889,238.256,286.866,313.972,238.256,26368,0.563334094
74,14,11,238.259,256.86,242.117,283.647,256.733,258.942,264.135,252.964,261.88,241.862,238.259,11396,0.563327001
94,11,5,248.564,274.11,264.307,248.164,306.073,242.172,264.834,239.878,254.57,238.259,238.259,5170,0.563327001
100,4,14,247.605,261.095,241.344,254.761,283.505,266.605,263.595,238.262,249.703,243.609,238.262,5600,0.563319908
102,14,8,253.885,271.787,267.372,247.735,271.274,240.298,238.262,327.895,272.898,295.026,238.262,11424,0.563319908
123,12,14,270.133,240.837,277.224,253.282,244.966,251.067,238.263,268.486,277.5,251.381,238.263,20664,0.563317544
86,11,8,240.694,240.321,238.264,250.17,283.674,274.856,282.74,242.606,243.071,251.468,238.264,7568,0.56331518
106,11,7,264.427,334.198,296.565,322.624,257.382,293.328,258.37,238.265,278.815,287.483,238.265,8162,0.563312816
99,7,14,312.379,255.728,254.657,258.236,241.589,307.228,238.267,266.124,243.068,266.288,238.267,9702,0.563308087
98,10,7,238.268,280.725,258.284,269.823,263.008,251.795,247.682,246.978,250.639,239.687,238.268,6860,0.563305723
115,16,10,238.268,251.726,250.466,283.773,257.973,241.362,265.806,318.474,248.493,296.695,238.268,18400,0.563305723
65,14,7,292.712,271.08,247.725,240.95,249.186,238.271,255.102,242.916,269.09,242.976,238.271,6370,0.563298631
92,10,4,251.91,243.791,263.195,239.701,309.742,253.073,238.277,303.489,245.372,244.028,238.277,3680,0.563284446
69,13,15,244.351,275.023,240.04,252.965,238.281,253.427,287.023,355.175,251.906,293.862,238.281,13455,0.56327499
113,8,14,283.08,263.872,247.48,258.272,248.451,293.515,238.281,268.261,250.496,256.398,238.281,12656,0.56327499
72,15,8,262.503,254.987,252.131,277.806,238.282,259.705,312.392,259.272,296.572,289.63,238.282,8640,0.563272627
110,13,15,303.275,243.827,258.555,303.538,238.282,268.056,242.42,254.619,319.742,288.328,238.282,21450,0.563272627
36,11,9,262.067,272.25,261.319,238.284,258.301,297.194,274.527,297.909,275.949,280.452,238.284,3564,0.563267899
121,8,13,300.468,257.638,241.992,243.442,281.407,257.183,272.99,246.703,260.668,238.285,238.285,12584,0.563265535
102,12,7,254.021,285.494,256.669,242.78,254.547,238.288,284.654,308.037,246.278,269.568,238.288,8568,0.563258444
66,15,5,238.685,258.7,238.289,281.463,305.031,281.891,286.759,286.425,264.675,258.366,238.289,4950,0.56325608
103,7,9,295.538,243.548,307.57,302.579,266.216,238.289,259.351,261.975,285.321,267.857,238.289,6489,0.56325608
98,7,6,251.404,252.968,238.291,279.46,247.767,296.14,254.071,259.453,239.942,278.911,238.291,4116,0.563251352
67,8,15,327.754,272.42,252.045,240.84,269.227,238.294,256.925,266.194,266.688,303.625,238.294,8040,0.563244261
68,14,11,287.551,281.923,259.17,244.54,238.297,303.572,266.923,310.72,272.992,244.689,238.297,10472,0.56323717
70,15,9,238.297,296.223,290.107,320.987,259.366,279.731,338.23,282.318,348.83,308.376,238.297,9450,0.56323717
120,11,16,255.385,249.251,238.297,260.391,245.757,299.83,246.576,243.68,273.376,271.106,238.297,21120,0.56323717
81,16,16,251.525,272.065,240.046,305.63,298.098,268.204,238.298,260.538,240.755,267.049,238.298,20736,0.563234807
105,13,9,255.17,241.778,250.704,254.249,308.78,238.298,249.504,246.56,242.632,248.492,238.298,12285,0.563234807
121,13,15,286.546,278.298,259.71,246.164,282.829,269.953,290.286,238.298,260.397,303.783,238.298,23595,0.563234807
96,7,4,247.775,294.265,241.948,248.684,241.813,238.299,304.286,335.311,243.057,270.978,238.299,2688,0.563232443
47,13,9,246.396,238.302,268.199,249.913,271.879,262.088,320.188,258.485,319.068,267.555,238.302,5499,0.563225353
43,6,6,238.303,255.908,276.219,250.782,252.963,252.107,277.676,273.185,310.162,250.099,238.303,1548,0.563222989
119,6,10,251.476,257.241,246.9,245.713,266.233,242.547,261.041,272.11,300.177,238.307,238.307,7140,0.563213535
99,12,12,253.206,250.724,243.349,267.43,238.309,256.383,345.388,251.802,335.43,299.709,238.309,14256,0.563208809
68,16,14,336.73,257.207,310.872,238.311,319.9,247.226,246.183,243.978,257.412,272.459,238.311,15232,0.563204082
103,15,8,257.474,238.312,248.948,240.645,286.881,248.762,258.296,262.427,243.098,274.244,238.312,12360,0.563201719
99,12,14,250.619,252.759,238.314,256.32,276.556,257.217,266.48,254.273,254.926,241.807,238.314,16632,0.563196992
101,11,7,334.959,241.434,253.219,245.497,252.992,290.79,285.928,240.83,251.114,238.314,238.314,7777,0.563196992
113,10,8,243.145,264.142,253.689,271.742,244.573,250.392,238.318,277.359,269.036,241.6,238.318,9040,0.563187539
35,9,16,305.461,246.031,287.771,265.367,252.018,289.776,251.159,252.614,238.319,270.689,238.319,5040,0.563185176
94,7,7,238.319,271.822,242.142,261.376,242.808,292.674,288.767,264.093,288.929,299.398,238.319,4606,0.563185176
99,11,13,259.564,248.789,241.096,271.541,239.15,255.245,256.527,268.451,277.872,238.326,238.326,14157,0.563168635
99,6,12,266.319,255.555,284.311,243.195,252.292,293.196,242.285,278.01,238.329,250.986,238.329,7128,0.563161546
55,13,10,303.153,238.33,277.968,284.134,352.205,311.671,416.542,282.964,253.543,243.69,238.33,7150,0.563159183
98,8,9,244.213,257.599,246.465,256.442,243.831,252.721,238.333,253.552,249.02,248.356,238.333,7056,0.563152094
116,4,9,252.966,267.948,245.421,264.809,238.334,258.078,273.019,313.357,275.96,256.211,238.334,4176,0.563149731
106,6,12,259.586,238.335,295.367,250.31,242.854,267.114,242.46,270.919,248,249.709,238.335,7632,0.563147368
120,16,11,251.588,249.979,246.284,255.59,240.937,250.094,245.003,268.152,265.366,238.335,238.335,21120,0.563147368
85,4,12,247.211,250.164,241.889,241.238,282.362,285.68,277.137,269.293,238.337,242.853,238.337,4080,0.563142643
103,13,9,305.59,245.857,264.456,284.975,312.146,254.222,277.905,268.129,238.337,265.787,238.337,12051,0.563142643
112,4,6,251.37,246.675,253.53,245.602,253.744,240.721,247.991,238.338,241.32,251.231,238.338,2688,0.56314028
106,10,4,238.34,262.599,267.431,252.084,262.114,251.342,249.08,256.608,268.501,247.588,238.34,4240,0.563135554
122,6,6,259.549,317.924,326.967,238.341,344.973,241.283,309.746,252.255,268.245,250.444,238.341,4392,0.563133192
94,13,12,259.086,240.19,266.013,319.685,243.307,258.404,321.392,249.152,264.611,238.343,238.343,14664,0.563128466
96,8,13,272.058,252.277,259.496,243.439,250.077,238.345,250.146,250.081,250.823,261.515,238.345,9984,0.563123741
96,12,7,293.649,270.799,314.325,243.424,270.256,239.696,261.636,238.351,268.697,251.132,238.351,8064,0.563109565
111,10,10,250.914,316.924,270.419,257.435,238.352,244.535,250.844,252.314,314.119,246.704,238.352,11100,0.563107203
39,9,8,298.442,319.625,253.318,276.024,267.459,263.123,238.353,249.172,250.775,281.193,238.353,2808,0.56310484
99,11,11,238.353,249.854,241.323,253.861,254.068,248.261,252.112,248.036,250.797,254.656,238.353,11979,0.56310484
108,7,4,291.806,245.542,263.742,247.895,263.998,238.353,251.276,266.793,284.408,285.835,238.353,3024,0.56310484
109,8,6,273.465,238.353,254.732,241.424,293.912,251.423,261.659,247.549,254.4,240.574,238.353,5232,0.56310484
102,11,4,238.354,256.715,248.128,260.1,239.75,259.647,243.342,257.314,267.804,264.119,238.354,4488,0.563102478
120,7,15,261.633,348.75,344.319,247.373,242.78,255.631,244.996,278.514,248.868,238.354,238.354,12600,0.563102478
96,16,14,268.678,249.82,253.783,272.029,238.357,248.387,243.457,254.521,242.265,262.426,238.357,21504,0.563095391
101,14,11,249.155,257.449,238.357,268.436,295.744,276.778,242.168,250.181,249.02,256.343,238.357,15554,0.563095391
11,11,5,280.935,257.802,240.597,256.64,240.883,247.217,264.956,238.362,259.373,314.974,238.362,605,0.563083579
99,10,16,298.617,242.555,266.022,242.756,262.256,238.362,269.59,243.622,252.271,304.167,238.362,15840,0.563083579
101,6,12,251.704,241.161,251.399,259.462,249.011,238.364,248.526,240.033,296.98,240.997,238.364,7272,0.563078854
116,16,10,257.919,244.201,253.046,238.37,241.345,257.66,240.15,258.525,250.552,259.568,238.37,18560,0.563064681
103,15,9,269.249,269.486,250.032,255.552,275.657,295.468,263.349,238.375,294.618,239.2,238.375,13905,0.56305287
106,5,10,238.375,254.373,256.536,256.647,254.531,287.736,262.113,248.793,247.472,246.587,238.375,5300,0.56305287
82,4,14,249.599,250.182,238.533,272.626,245.207,238.377,311.648,287.905,259.197,247.761,238.377,4592,0.563048146
72,11,15,336.933,274.748,251.256,254.231,273.984,290.4,243.46,282.241,238.378,248.441,238.378,11880,0.563045784
86,7,12,238.378,243.487,291.89,280.896,318.773,292.073,243.281,268.719,268.718,242.292,238.378,7224,0.563045784
116,16,14,252.08,307.799,281.988,243.115,293.741,238.378,253.814,274.923,242.829,252.02,238.378,25984,0.563045784
103,9,8,316.241,238.379,248.176,260.745,260.736,242.919,263.407,258.324,248.256,248.157,238.379,7416,0.563043422
88,14,14,240.475,251.882,251.41,268.557,255.118,268.427,259.048,285.041,238.383,244.72,238.383,17248,0.563033975
95,5,9,290.666,290.332,295.102,260.245,279.126,303.815,243.354,250.653,238.384,303.118,238.384,4275,0.563031613
102,15,9,244.997,274.553,246.813,262.557,238.384,264.152,241.779,253.978,250.853,259.946,238.384,13770,0.563031613
116,11,5,248.467,251.83,301.386,245.018,255.176,246.451,251.799,247.595,238.387,257.015,238.387,6380,0.563024527
107,10,6,280.359,285.005,276.472,292.185,242.868,253.571,240.897,258.223,238.388,257.126,238.388,6420,0.563022166
17,9,9,265.022,259.648,242.5,256.92,239.922,258.495,238.389,302.741,246.358,264.983,238.389,1377,0.563019804
103,9,9,238.389,268.328,251.772,269.049,245.546,252.745,270.257,274.577,247.9,249.197,238.389,8343,0.563019804
86,10,15,269.127,267.641,298.721,297.333,260.573,245.191,256.722,312.238,246.716,238.39,238.39,12900,0.563017442
101,10,8,279.681,302.467,294.909,238.391,255.253,245.447,252.312,239.066,259.897,263.448,238.391,8080,0.56301508
79,8,10,238.393,254.684,240.732,258.854,265.077,266.561,319.129,262.56,263.896,348.816,238.393,6320,0.563010357
95,11,11,301.882,249.452,272.001,268.656,277.738,245.413,249.134,243.833,256.597,238.393,238.393,11495,0.563010357
104,9,7,245.637,246.289,248.077,238.394,249.747,239.92,266.632,249.314,248.564,259.953,238.394,6552,0.563007995
96,13,12,243.969,256.24,244.877,258.319,242.72,261.784,238.735,262.21,238.396,269.911,238.396,14976,0.563003272
69,13,10,317.341,251.951,286.509,250.621,275.8,248.958,285.2,264.762,256.471,238.397,238.397,8970,0.56300091
106,13,10,277.574,254.117,254.692,243.242,251.344,244.728,251.579,238.397,261.602,273.939,238.397,13780,0.56300091
120,14,13,244.467,255.681,244.918,256.634,238.398,265.844,268.475,246.335,257.311,264.872,238.398,21840,0.562998549
117,15,15,238.401,266.853,262.043,294.726,255.759,303.064,249.686,284.041,308.341,240.651,238.401,26325,0.562991464
75,7,15,255.256,245.031,281.987,249.42,238.402,320.794,302.995,392.649,275.609,298.552,238.402,7875,0.562989102
122,4,5,300.824,248.74,238.402,255.543,238.803,277.009,268.589,287.687,239.893,273.823,238.402,2440,0.562989102
68,15,7,246.6,256.553,241.288,317.084,302.793,253.904,253.492,238.403,250.886,242.88,238.403,7140,0.562986741
75,13,12,258.92,250.359,285.92,251.38,258.737,272.572,242.748,238.403,269.749,257.897,238.403,11700,0.562986741
80,9,11,352.509,271.645,261.297,241.313,254.111,238.403,253.637,310.202,243.343,248.58,238.403,7920,0.562986741
110,12,7,310.902,267.861,257.5,250.539,249.447,238.406,289.897,244.379,259.619,250.522,238.406,9240,0.562979657
77,12,16,241.145,262.527,287.735,244.697,238.411,281.606,248.495,249.235,345.879,368.39,238.411,14784,0.56296785
102,9,15,239.903,256.658,253.749,302.487,307.674,303.105,243.458,242.617,292.612,238.412,238.412,13770,0.562965488
113,11,10,263.215,238.413,264.513,317.825,252.975,279.028,250,250.61,241.554,266.274,238.413,12430,0.562963127
118,8,5,289.392,319.349,243.07,259.585,242.719,304.082,238.413,280.774,304.911,256.353,238.413,4720,0.562963127
66,16,15,278.997,335.166,258.895,263.274,329.635,388.748,332.455,290.28,312.291,238.415,238.415,15840,0.562958404
99,7,12,247.602,242.406,265.51,258.754,248.988,247.871,251.337,251.324,261.667,238.418,238.418,8316,0.562951321
109,10,14,240.681,251.074,243.583,257.838,366.541,238.418,284.204,282.493,264.438,249.894,238.418,15260,0.562951321
96,15,13,289.255,251.765,238.718,259.044,256.655,244.865,260.014,238.419,278.18,243.996,238.419,18720,0.56294896
101,16,13,297.667,279.611,254.118,259.218,238.421,273.923,241.84,277.424,313.901,289.461,238.421,21008,0.562944237
108,8,13,325.486,256.684,245.079,270.751,238.421,256.168,268.808,250.051,300.395,248.611,238.421,11232,0.562944237
97,8,6,240.881,288.567,242.195,290.099,244.232,331.735,238.422,261.538,353.777,253.794,238.422,4656,0.562941876
98,15,13,275.356,238.423,263.6,261.584,262.4,255.89,243.454,257.85,243.921,255.289,238.423,19110,0.562939515
100,11,16,251.064,240.649,267.161,239.562,275.078,241.485,298.764,293.065,264.688,238.423,238.423,17600,0.562939515
116,16,9,308.752,283.56,277.615,247.022,251.911,241.681,267.055,238.423,252.076,242.802,238.423,16704,0.562939515
92,10,8,264.116,312.87,248.737,259.954,253.999,267.777,250.983,255.126,238.424,251.811,238.424,7360,0.562937154
