Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,GFLOPS
16,12,7,263.765,254.595,255.439,254.637,255.03,253.964,253.894,266.295,253.754,264.769,253.754,0.5289285213238019
16,12,8,204.376,191.412,191.727,191.423,198.724,191.127,201.996,198.711,191.485,191.442,191.127,0.7022436809032737
16,12,9,226.086,221.082,213.723,220.863,213.59,221.401,213.199,227.44,213.665,221.951,213.199,0.6295420147374049
16,12,10,249.237,235.656,235.924,243.741,243.25,235.658,235.742,235.64,244.766,245.6,235.64,0.5695880495671363
16,12,11,270.595,269.976,264.921,258.071,266.213,257.785,257.804,257.861,257.533,257.878,257.533,0.52116710479822
16,12,12,293.273,279.613,293.662,279.86,290.142,280.047,280.323,280.046,279.636,279.949,279.613,0.4800124743842382
16,12,13,314.312,302.033,302.115,302.073,314.701,302.082,302.193,302.045,309.218,302.115,302.033,0.4443810047246493
16,12,14,335.285,324.262,323.817,324.316,332.051,323.897,324.408,331.115,336.0,324.323,323.817,0.4144863549473931
16,12,15,356.346,358.903,353.57,346.296,353.057,346.55,346.525,345.922,345.793,346.223,345.793,0.3881447224206389
16,12,16,208.209,193.799,201.531,199.79,194.297,196.126,196.926,203.563,194.452,193.835,193.799,0.6925615096053127
16,13,4,236.2,222.698,223.133,223.075,230.966,234.509,229.945,222.603,229.583,236.389,222.603,0.6029466269547131
16,13,5,283.84,271.005,271.066,282.49,270.639,271.463,277.361,270.558,271.554,270.573,270.558,0.4960774695259427
16,13,6,250.426,239.602,248.441,239.345,239.199,245.254,248.935,242.444,241.524,252.317,239.199,0.5611132488012073
16,13,7,286.766,290.029,294.971,278.431,278.547,279.723,278.846,278.676,277.184,284.901,277.184,0.48421888709305
16,13,8,222.263,210.761,219.675,210.382,212.844,221.838,220.374,210.071,210.733,222.691,210.071,0.638916023630106
16,13,9,247.312,234.774,235.528,235.195,234.604,242.852,234.06,235.694,231.7,231.892,231.7,0.5792737505394907
16,13,10,265.592,255.431,255.82,255.956,256.555,265.607,267.889,255.3,255.238,269.161,255.238,0.5258532350198638
16,13,11,290.43,279.267,279.297,279.417,280.125,279.561,279.177,279.461,279.228,279.237,279.177,0.4807621258198204
16,13,12,313.885,304.366,303.151,316.294,303.17,310.961,311.717,303.117,303.377,310.168,303.117,0.44279181966039516
16,13,13,337.961,328.739,338.604,327.311,341.846,327.312,326.783,327.528,327.096,327.191,326.783,0.4107243277649082
16,13,14,364.658,350.975,351.45,351.045,351.283,350.771,351.039,362.853,351.367,359.805,350.771,0.38263632968517924
16,13,15,385.681,374.889,375.097,389.496,380.656,379.171,378.494,378.643,380.667,379.643,374.889,0.35801991522824084
