4,4,4,4,7725.971
4,4,4,8,4194.309
4,4,4,12,4736.693
4,4,4,16,3626.322
4,4,4,20,4303.338
4,4,4,24,3783.252
4,4,4,28,4010.945
4,4,4,32,3340.687
4,4,5,4,9489.763
4,4,5,8,5076.463
4,4,5,12,5754.036
4,4,5,16,4366.076
4,4,5,20,5212.469
4,4,5,24,4562.944
4,4,5,28,4847.510
4,4,5,32,4009.819
4,4,6,4,8515.949
4,4,6,8,4545.301
4,4,6,12,5155.114
4,4,6,16,3906.038
4,4,6,20,4668.426
4,4,6,24,4083.181
4,4,6,28,4339.419
4,4,6,32,3585.887
4,4,7,4,9838.599
4,4,7,8,5206.510
4,4,7,12,5918.172
4,4,7,16,4461.250
4,4,7,20,5349.141
4,4,7,24,4667.661
4,4,7,28,4966.655
4,4,7,32,4087.586
4,4,8,4,7543.128
4,4,8,8,4014.525
4,4,8,12,4556.672
4,4,8,16,3446.443
4,4,8,20,4123.981
4,4,8,24,3603.909
4,4,8,28,3831.800
4,4,8,32,3161.924
4,5,4,4,9506.838
4,5,4,8,5093.623
4,5,4,12,5770.791
4,5,4,16,4383.477
4,5,4,20,5230.545
4,5,4,24,4579.917
4,5,4,28,4864.178
4,5,4,32,4027.134
4,5,5,4,11711.225
4,5,5,8,6196.285
4,5,5,12,7043.519
4,5,5,16,5308.643
4,5,5,20,6366.790
4,5,5,24,5554.364
4,5,5,28,5910.494
4,5,5,32,4863.743
4,5,6,4,10513.579
4,5,6,8,5551.146
4,5,6,12,6313.661
4,5,6,16,4752.621
4,5,6,20,5704.591
4,5,6,24,4973.779
4,5,6,28,5294.248
4,5,6,32,4352.450
4,5,7,4,12166.917
4,5,7,8,6378.082
4,5,7,12,7267.745
4,5,7,16,5446.234
4,5,7,20,6557.500
4,5,7,24,5704.511
4,5,7,28,6078.488
4,5,7,32,4980.160
4,5,8,4,9316.375
4,5,8,8,4905.941
4,5,8,12,5584.124
4,5,8,16,4196.618
4,5,8,20,5043.075
4,5,8,24,4393.450
4,5,8,28,4678.270
4,5,8,32,3841.349
4,6,4,4,8552.000
4,6,4,8,4581.034
4,6,4,12,5191.119
4,6,4,16,3942.217
4,6,4,20,4703.895
4,6,4,24,4119.300
4,6,4,28,4375.272
4,6,4,32,3621.894
4,6,5,4,10535.966
4,6,5,8,5573.182
4,6,5,12,6335.816
4,6,5,16,4774.649
4,6,5,20,5726.667
4,6,5,24,4996.099
4,6,5,28,5316.355
4,6,5,32,4374.708
4,6,6,4,9458.939
4,6,6,8,4992.825
4,6,6,12,5679.423
4,6,6,16,4274.576
4,6,6,20,5131.393
4,6,6,24,4473.470
4,6,6,28,4762.220
4,6,6,32,3914.719
4,6,7,4,10946.431
4,6,7,8,5737.055
4,6,7,12,6537.848
4,6,7,16,4899.097
4,6,7,20,5898.573
4,6,7,24,5131.373
4,6,7,28,5467.978
4,6,7,32,4479.266
4,6,8,4,8381.708
4,6,8,8,4412.615
4,6,8,12,5023.066
4,6,8,16,3774.161
4,6,8,20,4535.819
4,6,8,24,3951.161
4,6,8,28,4207.654
4,6,8,32,3454.709
4,7,4,4,9887.475
4,7,4,8,5255.618
4,7,4,12,5966.960
4,7,4,16,4509.857
4,7,4,20,5398.740
4,7,4,24,4716.644
4,7,4,28,5015.374
4,7,4,32,4136.423
4,7,5,4,12202.558
4,7,5,8,6413.473
4,7,5,12,7302.916
4,7,5,16,5481.970
4,7,5,20,6592.956
4,7,5,24,5740.088
4,7,5,28,6114.075
4,7,5,32,5015.234
4,7,6,4,10956.573
4,7,6,8,5747.026
4,7,6,12,6547.955
4,7,6,16,4908.879
4,7,6,20,5908.568
4,7,6,24,5141.213
4,7,6,28,5477.845
4,7,6,32,4489.286
4,7,7,4,12692.525
4,7,7,8,6615.182
4,7,7,12,7549.539
4,7,7,16,5637.528
4,7,7,20,6803.561
4,7,7,24,5908.504
4,7,7,28,6301.458
4,7,7,32,5148.384
4,7,8,4,9710.602
4,7,8,8,5080.818
4,7,8,12,5792.945
4,7,8,16,4335.871
4,7,8,20,5224.497
4,7,8,24,4542.201
4,7,8,28,4841.553
4,7,8,32,3963.238
4,8,4,4,7616.563
4,8,4,8,4087.536
4,8,4,12,4630.289
4,8,4,16,3520.001
4,8,4,20,4197.072
4,8,4,24,3677.299
4,8,4,28,3905.050
4,8,4,32,3235.524
4,8,5,4,9380.055
4,8,5,8,4969.133
4,8,5,12,5647.070
4,8,5,16,4259.365
4,8,5,20,5105.734
4,8,5,24,4456.528
4,8,5,28,4741.198
4,8,5,32,3904.313
4,8,6,4,8418.149
4,8,6,8,4449.191
4,8,6,12,5059.460
4,8,6,16,3810.887
4,8,6,20,4572.366
4,8,6,24,3987.996
4,8,6,28,4244.389
4,8,6,32,3491.161
4,8,7,4,9740.810
4,8,7,8,5110.933
4,8,7,12,5822.902
4,8,7,16,4366.020
4,8,7,20,5254.674
4,8,7,24,4572.645
4,8,7,28,4871.751
4,8,7,32,3993.430
4,8,8,4,7456.604
4,8,8,8,3929.214
4,8,8,12,4471.709
4,8,8,16,3361.602
4,8,8,20,4038.512
4,8,8,24,3518.962
4,8,8,28,3747.024
4,8,8,32,3077.642
5,4,4,4,7637.105
5,4,4,8,4097.622
5,4,4,12,4662.675
5,4,4,16,3543.941
5,4,4,20,4235.050
5,4,4,24,3709.810
5,4,4,28,3943.957
5,4,4,32,3266.221
5,4,5,4,9404.298
5,4,5,8,4981.666
5,4,5,12,5688.104
5,4,5,16,4289.626
5,4,5,20,5152.972
5,4,5,24,4497.036
5,4,5,28,4789.875
5,4,5,32,3942.909
5,4,6,4,8441.071
5,4,6,8,4461.332
5,4,6,12,5097.382
5,4,6,16,3838.933
5,4,6,20,4615.905
5,4,6,24,4025.504
5,4,6,28,4289.090
5,4,6,32,3526.930
5,4,7,4,9766.418
5,4,7,8,5124.109
5,4,7,12,5866.304
5,4,7,16,4398.105
5,4,7,20,5304.819
5,4,7,24,4615.728
5,4,7,28,4923.543
5,4,7,32,4034.394
5,4,8,4,7477.969
5,4,8,8,3941.320
5,4,8,12,4507.050
5,4,8,16,3388.546
5,4,8,20,4079.194
5,4,8,24,3554.168
5,4,8,28,3788.639
5,4,8,32,3111.445
5,5,4,4,9418.284
5,5,4,8,4995.400
5,5,4,12,5702.289
5,5,4,16,4303.790
5,5,4,20,5167.389
5,5,4,24,4511.098
5,5,4,28,4803.838
5,5,4,32,3956.592
5,5,5,4,11627.382
5,5,5,8,6100.282
5,5,5,12,6984.053
5,5,5,16,5235.816
5,5,5,20,6315.523
5,5,5,24,5494.961
5,5,5,28,5861.328
5,5,5,32,4802.983
5,5,6,4,10440.354
5,5,6,8,5466.672
5,5,6,12,6262.168
5,5,6,16,4689.012
5,5,6,20,5660.419
5,5,6,24,4922.177
5,5,6,28,5251.821
5,5,6,32,4299.327
5,5,7,4,12097.216
5,5,7,8,6295.595
5,5,7,12,7223.397
5,5,7,16,5388.411
5,5,7,20,6521.846
5,5,7,24,5660.447
5,5,7,28,6044.996
5,5,7,32,4934.307
5,5,8,4,9253.265
5,5,8,8,4833.364
5,5,8,12,5540.239
5,5,8,16,4142.271
5,5,8,20,5005.765
5,5,8,24,4349.539
5,5,8,28,4642.409
5,5,8,32,3796.371
5,6,4,4,8470.205
5,6,4,8,4490.331
5,6,4,12,5126.704
5,6,4,16,3868.098
5,6,4,20,4645.273
5,6,4,24,4054.581
5,6,4,28,4318.040
5,6,4,32,3556.146
5,6,5,4,10458.424
5,6,5,8,5484.697
5,6,5,12,6280.154
5,6,5,16,4707.002
5,6,5,20,5678.380
5,6,5,24,4940.348
5,6,5,28,5269.565
5,6,5,32,4317.520
5,6,6,4,9391.016
5,6,6,8,4915.533
5,6,6,12,5631.376
5,6,6,16,4216.061
5,6,6,20,5089.720
5,6,6,24,4425.729
5,6,6,28,4722.224
5,6,6,32,3865.468
5,6,7,4,10882.247
5,6,7,8,5661.064
5,6,7,12,6496.580
5,6,7,16,4845.146
5,6,7,20,5864.859
5,6,7,24,5089.703
5,6,7,28,5435.892
5,6,7,32,4436.414
5,6,8,4,8324.022
5,6,8,8,4346.350
5,6,8,12,4982.734
5,6,8,16,3724.388
5,6,8,20,4501.290
5,6,8,24,3910.957
5,6,8,28,4174.811
5,6,8,32,3413.209
5,7,4,4,9805.924
5,7,4,8,5163.568
5,7,4,12,5905.942
5,7,4,16,4437.752
5,7,4,20,5343.974
5,7,4,24,4655.188
5,7,4,28,4962.853
5,7,4,32,4073.933
5,7,5,4,12127.017
5,7,5,8,6324.127
5,7,5,12,7252.253
5,7,5,16,5417.111
5,7,5,20,6549.681
5,7,5,24,5689.071
5,7,5,28,6073.652
5,7,5,32,4962.685
5,7,6,4,10890.189
5,7,6,8,5669.237
5,7,6,12,6504.439
5,7,6,16,4853.015
5,7,6,20,5872.838
5,7,6,24,5097.788
5,7,6,28,5444.090
5,7,6,32,4444.408
5,7,7,4,12629.976
5,7,7,8,6539.323
5,7,7,12,7513.812
5,7,7,16,5587.145
5,7,7,20,6777.095
5,7,7,24,5872.984
5,7,7,28,6276.794
5,7,7,32,5110.696
5,7,8,4,9654.677
5,7,8,8,5014.312
