Tm,Tr,Tc,Kernel Time,GFLOPS
128,16,13,2.319,57.87741613
128,15,16,2.33,57.60417511
113,11,16,2.334,57.5054533
81,16,8,2.335,57.4808257
81,16,11,2.335,57.4808257
106,11,16,2.342,57.30902135
95,12,16,2.343,57.28456167
128,9,13,2.344,57.26012287
16,16,16,2.345,57.2357049
105,12,16,2.345,57.2357049
69,16,8,2.346,57.21130776
128,11,11,2.351,57.08963335
87,16,16,2.353,57.04110837
74,9,16,2.355,56.99266582
128,16,14,2.355,56.99266582
88,16,14,2.357,56.94430547
114,16,16,2.358,56.92015606
128,16,11,2.359,56.89602713
47,16,16,2.36,56.87191864
81,8,16,2.36,56.87191864
128,16,16,2.36,56.87191864
69,9,16,2.361,56.84783058
75,16,9,2.361,56.84783058
81,9,16,2.361,56.84783058
128,14,16,2.361,56.84783058
68,16,13,2.362,56.82376291
75,16,12,2.362,56.82376291
68,16,8,2.363,56.79971562
82,16,15,2.363,56.79971562
88,16,16,2.364,56.77568866
115,16,16,2.364,56.77568866
128,14,8,2.364,56.77568866
14,16,16,2.365,56.75168203
81,16,16,2.365,56.75168203
106,16,8,2.366,56.72769569
128,11,13,2.366,56.72769569
68,14,16,2.368,56.67978378
81,10,16,2.369,56.65585817
115,16,10,2.37,56.63195274
128,9,16,2.37,56.63195274
128,10,16,2.37,56.63195274
128,13,16,2.37,56.63195274
105,16,16,2.371,56.60806748
69,14,16,2.372,56.58420236
128,12,11,2.372,56.58420236
105,16,12,2.373,56.56035735
94,16,12,2.374,56.53653243
113,16,16,2.374,56.53653243
95,16,16,2.375,56.51272758
115,10,16,2.375,56.51272758
128,10,8,2.376,56.48894276
69,16,16,2.378,56.44143314
82,13,16,2.378,56.44143314
94,8,16,2.378,56.44143314
105,16,9,2.378,56.44143314
113,8,16,2.379,56.41770828
68,13,16,2.38,56.39400336
87,16,11,2.38,56.39400336
68,7,16,2.381,56.37031835
121,11,16,2.381,56.37031835
128,9,10,2.384,56.29938255
82,16,12,2.385,56.27577694
106,8,16,2.385,56.27577694
59,16,8,2.386,56.25219111
128,9,9,2.387,56.22862505
115,9,16,2.388,56.20507873
128,6,9,2.388,56.20507873
128,16,15,2.388,56.20507873
59,16,16,2.39,56.15804519
108,16,12,2.391,56.13455793
87,16,8,2.393,56.08764229
94,14,16,2.393,56.08764229
32,16,9,2.394,56.06421387
68,16,16,2.394,56.06421387
83,16,9,2.395,56.04080501
94,11,16,2.396,56.01741569
53,16,16,2.397,55.99404589
75,16,7,2.397,55.99404589
76,9,16,2.399,55.94736474
94,16,11,2.399,55.94736474
95,16,9,2.399,55.94736474
32,16,16,2.4,55.92405333
76,16,15,2.4,55.92405333
105,7,16,2.4,55.92405333
105,15,16,2.402,55.87748876
128,15,12,2.403,55.85423554
87,8,16,2.404,55.83100166
128,8,10,2.404,55.83100166
53,16,8,2.406,55.78459185
93,16,9,2.406,55.78459185
108,12,16,2.406,55.78459185
128,15,13,2.406,55.78459185
99,6,16,2.41,55.69200332
107,8,12,2.41,55.69200332
115,8,16,2.41,55.69200332
128,14,9,2.41,55.69200332
114,16,12,2.412,55.64582421
24,16,16,2.413,55.62276337
76,16,10,2.413,55.62276337
86,9,16,2.414,55.59972162
106,16,14,2.414,55.59972162
88,16,15,2.415,55.57669896
94,16,9,2.415,55.57669896
115,11,16,2.415,55.57669896
81,16,10,2.416,55.55369536
121,16,10,2.416,55.55369536
48,16,16,2.417,55.5307108
68,9,16,2.417,55.5307108
82,9,16,2.417,55.5307108
93,16,6,2.417,55.5307108
113,14,16,2.417,55.5307108
19,16,16,2.418,55.50774524
69,11,16,2.418,55.50774524
88,15,16,2.418,55.50774524
99,16,12,2.418,55.50774524
106,16,12,2.418,55.50774524
107,8,16,2.418,55.50774524
116,16,12,2.418,55.50774524
121,16,11,2.418,55.50774524
128,13,10,2.418,55.50774524
68,16,9,2.419,55.48479868
69,13,16,2.419,55.48479868
74,16,8,2.419,55.48479868
81,15,16,2.419,55.48479868
87,16,6,2.419,55.48479868
101,16,12,2.419,55.48479868
105,13,16,2.419,55.48479868
121,14,16,2.419,55.48479868
121,16,16,2.419,55.48479868
53,16,9,2.42,55.46187107
87,9,16,2.42,55.46187107
106,16,10,2.42,55.46187107
107,16,8,2.42,55.46187107
113,16,15,2.42,55.46187107
120,12,16,2.42,55.46187107
128,8,14,2.42,55.46187107
52,16,11,2.421,55.43896241
60,16,16,2.421,55.43896241
68,16,12,2.421,55.43896241
69,16,13,2.421,55.43896241
69,16,14,2.421,55.43896241
81,16,7,2.421,55.43896241
88,9,16,2.421,55.43896241
104,9,16,2.421,55.43896241
105,8,16,2.421,55.43896241
113,16,9,2.421,55.43896241
120,16,9,2.421,55.43896241
121,10,16,2.421,55.43896241
128,14,13,2.421,55.43896241
59,16,10,2.422,55.41607267
69,8,16,2.422,55.41607267
69,10,16,2.422,55.41607267
87,13,11,2.422,55.41607267
87,16,10,2.422,55.41607267
88,9,8,2.422,55.41607267
88,16,12,2.422,55.41607267
94,9,16,2.422,55.41607267
106,16,16,2.422,55.41607267
107,10,16,2.422,55.41607267
120,10,16,2.422,55.41607267
128,10,11,2.422,55.41607267
128,16,6,2.422,55.41607267
52,16,14,2.423,55.39320182
53,9,16,2.423,55.39320182
60,16,13,2.423,55.39320182
69,16,7,2.423,55.39320182
74,10,16,2.423,55.39320182
74,16,13,2.423,55.39320182
75,14,16,2.423,55.39320182
81,16,13,2.423,55.39320182
100,8,16,2.423,55.39320182
100,16,8,2.423,55.39320182
100,16,11,2.423,55.39320182
105,14,16,2.423,55.39320182
106,7,16,2.423,55.39320182
112,13,16,2.423,55.39320182
116,16,10,2.423,55.39320182
128,12,9,2.423,55.39320182
128,16,7,2.423,55.39320182
53,13,16,2.424,55.37034984
75,16,11,2.424,55.37034984
100,16,9,2.424,55.37034984
105,16,7,2.424,55.37034984
107,16,14,2.424,55.37034984
112,16,8,2.424,55.37034984
126,16,8,2.424,55.37034984
128,16,4,2.424,55.37034984
75,8,16,2.425,55.3475167
92,10,16,2.425,55.3475167
104,13,16,2.425,55.3475167
114,8,16,2.425,55.3475167
114,16,13,2.425,55.3475167
128,4,16,2.425,55.3475167
74,16,10,2.426,55.32470239
113,9,16,2.426,55.32470239
126,16,14,2.426,55.32470239
128,9,14,2.426,55.32470239
128,11,9,2.426,55.32470239
128,14,12,2.426,55.32470239
13,16,16,2.427,55.30190688
59,13,16,2.427,55.30190688
59,16,11,2.427,55.30190688
69,7,16,2.427,55.30190688
75,16,15,2.427,55.30190688
105,16,10,2.427,55.30190688
105,16,13,2.427,55.30190688
105,16,14,2.427,55.30190688
106,10,16,2.427,55.30190688
106,14,16,2.427,55.30190688
107,16,16,2.427,55.30190688
114,9,16,2.427,55.30190688
120,16,15,2.427,55.30190688
128,10,10,2.427,55.30190688
34,16,8,2.428,55.27913015
53,12,16,2.428,55.27913015
86,16,11,2.428,55.27913015
105,11,16,2.428,55.27913015
127,16,16,2.428,55.27913015
128,10,15,2.428,55.27913015
68,15,16,2.429,55.25637217
74,16,12,2.429,55.25637217
94,12,16,2.429,55.25637217
101,16,11,2.429,55.25637217
105,16,11,2.429,55.25637217
114,13,16,2.429,55.25637217
114,14,16,2.429,55.25637217
128,10,12,2.429,55.25637217
32,8,16,2.43,55.23363292
34,16,10,2.43,55.23363292
68,16,14,2.43,55.23363292
86,16,9,2.43,55.23363292
100,9,16,2.43,55.23363292
100,16,14,2.43,55.23363292
108,16,9,2.43,55.23363292
122,10,16,2.43,55.23363292
128,11,14,2.43,55.23363292
68,8,16,2.431,55.21091238
85,16,7,2.431,55.21091238
88,16,11,2.431,55.21091238
121,16,12,2.431,55.21091238
68,11,16,2.432,55.18821053
88,16,9,2.432,55.18821053
94,10,10,2.432,55.18821053
106,9,16,2.432,55.18821053
106,13,16,2.432,55.18821053
108,16,10,2.432,55.18821053
114,10,16,2.432,55.18821053
115,16,14,2.432,55.18821053
128,11,15,2.432,55.18821053
82,16,13,2.433,55.16552733
87,14,16,2.433,55.16552733
88,8,16,2.433,55.16552733
94,16,16,2.433,55.16552733
114,16,11,2.433,55.16552733
120,16,12,2.433,55.16552733
121,16,6,2.433,55.16552733
128,8,12,2.433,55.16552733
128,13,8,2.433,55.16552733
47,11,16,2.434,55.14286278
69,12,16,2.434,55.14286278
88,12,16,2.434,55.14286278
99,16,10,2.434,55.14286278
104,16,15,2.434,55.14286278
113,13,16,2.434,55.14286278
121,16,14,2.434,55.14286278
127,16,12,2.434,55.14286278
128,12,15,2.434,55.14286278
52,14,16,2.435,55.12021684
75,16,13,2.435,55.12021684
88,14,12,2.435,55.12021684
94,11,10,2.435,55.12021684
115,13,16,2.435,55.12021684
115,16,11,2.435,55.12021684
116,9,16,2.435,55.12021684
120,16,10,2.435,55.12021684
122,16,12,2.435,55.12021684
128,9,11,2.435,55.12021684
128,14,11,2.435,55.12021684
32,16,8,2.436,55.09758949
74,16,11,2.436,55.09758949
75,15,16,2.436,55.09758949
81,16,15,2.436,55.09758949
88,10,16,2.436,55.09758949
88,16,10,2.436,55.09758949
92,16,8,2.436,55.09758949
99,13,16,2.436,55.09758949
104,10,16,2.436,55.09758949
114,16,8,2.436,55.09758949
115,16,13,2.436,55.09758949
117,16,10,2.436,55.09758949
53,11,16,2.437,55.07498071
69,16,9,2.437,55.07498071
94,9,9,2.437,55.07498071
106,16,7,2.437,55.07498071
120,14,16,2.437,55.07498071
128,8,8,2.437,55.07498071
128,8,9,2.437,55.07498071
67,16,15,2.438,55.05239048
68,10,16,2.438,55.05239048
82,16,16,2.438,55.05239048
105,10,16,2.438,55.05239048
117,16,12,2.438,55.05239048
122,16,10,2.438,55.05239048
60,15,16,2.439,55.02981878
74,11,16,2.439,55.02981878
94,15,16,2.439,55.02981878
95,16,14,2.439,55.02981878
106,6,16,2.439,55.02981878
107,4,16,2.439,55.02981878
107,13,16,2.439,55.02981878
114,16,9,2.439,55.02981878
116,16,8,2.439,55.02981878
120,16,11,2.439,55.02981878
128,7,16,2.439,55.02981878
128,9,8,2.439,55.02981878
128,9,15,2.439,55.02981878
11,16,16,2.44,55.00726557
53,8,16,2.44,55.00726557
107,16,10,2.44,55.00726557
115,16,9,2.44,55.00726557
121,13,16,2.44,55.00726557
39,16,8,2.441,54.98473085
68,12,16,2.441,54.98473085
74,8,16,2.441,54.98473085
75,12,16,2.441,54.98473085
94,10,14,2.441,54.98473085
100,16,12,2.441,54.98473085
106,4,16,2.441,54.98473085
106,12,16,2.441,54.98473085
68,16,11,2.442,54.96221458
74,16,6,2.442,54.96221458
128,10,9,2.442,54.96221458
59,11,16,2.443,54.93971674
81,16,14,2.443,54.93971674
87,16,9,2.443,54.93971674
68,16,15,2.444,54.91723732
75,10,16,2.444,54.91723732
75,13,13,2.444,54.91723732
75,13,16,2.444,54.91723732
88,7,16,2.444,54.91723732
94,16,8,2.444,54.91723732
104,16,9,2.444,54.91723732
114,11,16,2.444,54.91723732
121,12,16,2.444,54.91723732
128,13,15,2.444,54.91723732
53,16,10,2.445,54.89477628
60,16,9,2.445,54.89477628
100,13,16,2.445,54.89477628
107,14,16,2.445,54.89477628
114,12,16,2.445,54.89477628
32,16,11,2.446,54.87233361
53,16,11,2.446,54.87233361
100,9,11,2.446,54.87233361
108,7,16,2.446,54.87233361
108,15,16,2.446,54.87233361
115,8,10,2.446,54.87233361
115,11,10,2.446,54.87233361
121,16,8,2.446,54.87233361
128,9,12,2.446,54.87233361
34,16,11,2.447,54.84990928
59,16,13,2.447,54.84990928
75,7,16,2.447,54.84990928
82,12,12,2.447,54.84990928
115,16,8,2.447,54.84990928
94,16,13,2.448,54.82750327
99,11,16,2.448,54.82750327
106,16,6,2.448,54.82750327
106,16,11,2.448,54.82750327
107,16,13,2.448,54.82750327
128,8,7,2.448,54.82750327
69,16,11,2.449,54.80511556
81,13,16,2.449,54.80511556
87,10,11,2.449,54.80511556
127,10,16,2.449,54.80511556
81,16,9,2.45,54.78274612
94,14,10,2.45,54.78274612
99,12,16,2.45,54.78274612
67,16,12,2.451,54.76039494
81,12,16,2.451,54.76039494
105,9,13,2.451,54.76039494
107,13,10,2.451,54.76039494
127,16,11,2.451,54.76039494
101,8,16,2.452,54.73806199
114,16,15,2.452,54.73806199
59,8,16,2.453,54.71574725
128,7,9,2.453,54.71574725
52,16,9,2.454,54.69345069
60,16,12,2.454,54.69345069
107,16,7,2.454,54.69345069
87,16,14,2.455,54.6711723
93,9,16,2.455,54.6711723
113,12,12,2.455,54.6711723
127,13,16,2.455,54.6711723
60,13,16,2.456,54.64891205
106,15,16,2.456,54.64891205
32,9,16,2.457,54.62666992
39,14,16,2.457,54.62666992
87,12,12,2.457,54.62666992
105,8,12,2.457,54.62666992
128,4,15,2.457,54.62666992
128,14,15,2.457,54.62666992
69,11,14,2.458,54.60444589
74,16,5,2.458,54.60444589
39,8,16,2.459,54.58223993
39,16,16,2.459,54.58223993
46,16,9,2.459,54.58223993
98,16,16,2.459,54.58223993
115,14,16,2.459,54.58223993
115,16,12,2.459,54.58223993
113,8,10,2.46,54.56005203
121,8,16,2.46,54.56005203
105,16,15,2.461,54.53788216
33,8,16,2.462,54.5157303
73,16,4,2.462,54.5157303
74,8,8,2.462,54.5157303
87,12,9,2.462,54.5157303
128,5,16,2.462,54.5157303
34,16,16,2.463,54.49359643
81,15,9,2.463,54.49359643
82,11,9,2.463,54.49359643
105,16,6,2.463,54.49359643
34,11,16,2.464,54.47148052
87,5,16,2.464,54.47148052
89,9,16,2.464,54.47148052
106,10,11,2.465,54.44938256
87,6,16,2.466,54.42730251
92,11,9,2.466,54.42730251
128,11,7,2.466,54.42730251
128,12,6,2.466,54.42730251
26,9,16,2.467,54.40524037
26,16,16,2.467,54.40524037
100,8,10,2.467,54.40524037
106,13,11,2.467,54.40524037
47,8,16,2.469,54.3611697
32,16,12,2.47,54.33916113
73,16,16,2.47,54.33916113
127,8,16,2.47,54.33916113
86,14,8,2.471,54.31717038
100,12,16,2.471,54.31717038
100,15,16,2.471,54.31717038
128,6,12,2.471,54.31717038
18,16,16,2.472,54.29519741
26,16,13,2.472,54.29519741
68,11,8,2.472,54.29519741
74,10,11,2.472,54.29519741
26,11,16,2.474,54.25130477
68,13,8,2.474,54.25130477
68,16,4,2.474,54.25130477
82,14,8,2.474,54.25130477
68,16,10,2.475,54.22938505
81,8,15,2.475,54.22938505
82,16,9,2.475,54.22938505
34,10,16,2.476,54.20748304
54,16,14,2.476,54.20748304
75,11,15,2.476,54.20748304
100,4,16,2.476,54.20748304
105,4,16,2.476,54.20748304
105,9,16,2.476,54.20748304
108,13,16,2.476,54.20748304
60,11,16,2.477,54.18559871
68,13,12,2.477,54.18559871
90,7,16,2.477,54.18559871
94,8,8,2.477,54.18559871
99,4,16,2.477,54.18559871
99,8,11,2.477,54.18559871
100,6,16,2.477,54.18559871
100,7,16,2.477,54.18559871
100,11,11,2.477,54.18559871
115,12,16,2.477,54.18559871
128,15,4,2.477,54.18559871
53,16,14,2.478,54.16373204
54,8,16,2.478,54.16373204
105,8,10,2.478,54.16373204
107,9,8,2.478,54.16373204
107,10,10,2.478,54.16373204
113,5,16,2.478,54.16373204
114,12,10,2.478,54.16373204
128,15,6,2.478,54.16373204
34,16,14,2.479,54.14188302
74,9,9,2.479,54.14188302
75,8,9,2.479,54.14188302
76,12,14,2.479,54.14188302
87,16,4,2.479,54.14188302
93,10,9,2.479,54.14188302
99,16,4,2.479,54.14188302
100,16,10,2.479,54.14188302
106,11,10,2.479,54.14188302
108,16,15,2.479,54.14188302
112,16,12,2.479,54.14188302
113,11,10,2.479,54.14188302
128,6,16,2.479,54.14188302
26,10,16,2.48,54.12005161
66,10,9,2.48,54.12005161
67,12,11,2.48,54.12005161
82,16,11,2.48,54.12005161
87,4,16,2.48,54.12005161
88,9,11,2.48,54.12005161
88,16,8,2.48,54.12005161
91,16,16,2.48,54.12005161
93,10,16,2.48,54.12005161
99,8,8,2.48,54.12005161
106,16,13,2.48,54.12005161
107,11,16,2.48,54.12005161
107,12,8,2.48,54.12005161
127,14,16,2.48,54.12005161
60,16,8,2.481,54.09823781
68,10,10,2.481,54.09823781
69,10,10,2.481,54.09823781
74,6,16,2.481,54.09823781
74,11,11,2.481,54.09823781
76,10,16,2.481,54.09823781
81,11,12,2.481,54.09823781
86,5,16,2.481,54.09823781
87,7,16,2.481,54.09823781
89,10,16,2.481,54.09823781
93,10,10,2.481,54.09823781
98,9,9,2.481,54.09823781
99,16,8,2.481,54.09823781
99,16,9,2.481,54.09823781
100,9,10,2.481,54.09823781
106,16,15,2.481,54.09823781
107,15,16,2.481,54.09823781
109,16,4,2.481,54.09823781
116,12,15,2.481,54.09823781
117,14,16,2.481,54.09823781
128,4,9,2.481,54.09823781
48,9,16,2.482,54.07644158
52,16,12,2.482,54.07644158
59,12,16,2.482,54.07644158
68,12,8,2.482,54.07644158
83,7,16,2.482,54.07644158
86,13,9,2.482,54.07644158
87,13,16,2.482,54.07644158
108,16,14,2.482,54.07644158
115,6,16,2.482,54.07644158
115,11,11,2.482,54.07644158
47,14,16,2.483,54.05466291
59,16,9,2.483,54.05466291
67,9,10,2.483,54.05466291
69,8,10,2.483,54.05466291
69,8,15,2.483,54.05466291
69,12,10,2.483,54.05466291
69,16,15,2.483,54.05466291
75,6,16,2.483,54.05466291
75,9,12,2.483,54.05466291
80,16,16,2.483,54.05466291
83,6,16,2.483,54.05466291
88,8,15,2.483,54.05466291
88,16,5,2.483,54.05466291
95,16,5,2.483,54.05466291
100,8,13,2.483,54.05466291
106,9,14,2.483,54.05466291
108,16,7,2.483,54.05466291
114,10,8,2.483,54.05466291
121,16,15,2.483,54.05466291
126,11,16,2.483,54.05466291
128,7,11,2.483,54.05466291
128,8,15,2.483,54.05466291
128,10,6,2.483,54.05466291
45,16,7,2.484,54.03290177
59,9,16,2.484,54.03290177
68,6,16,2.484,54.03290177
75,11,11,2.484,54.03290177
80,12,10,2.484,54.03290177
81,7,16,2.484,54.03290177
88,10,12,2.484,54.03290177
95,9,9,2.484,54.03290177
100,9,9,2.484,54.03290177
105,6,16,2.484,54.03290177
106,11,13,2.484,54.03290177
107,8,8,2.484,54.03290177
107,16,12,2.484,54.03290177
108,12,8,2.484,54.03290177
120,16,13,2.484,54.03290177
127,9,16,2.484,54.03290177
128,4,11,2.484,54.03290177
128,6,11,2.484,54.03290177
40,15,16,2.485,54.01115815
52,16,8,2.485,54.01115815
60,16,11,2.485,54.01115815
66,4,16,2.485,54.01115815
68,16,7,2.485,54.01115815
91,16,6,2.485,54.01115815
94,7,16,2.485,54.01115815
95,16,8,2.485,54.01115815
106,14,10,2.485,54.01115815
107,16,15,2.485,54.01115815
113,6,16,2.485,54.01115815
121,9,16,2.485,54.01115815
128,10,7,2.485,54.01115815
128,15,10,2.485,54.01115815
33,9,16,2.486,53.98943202
34,12,16,2.486,53.98943202
60,8,16,2.486,53.98943202
60,14,16,2.486,53.98943202
67,7,16,2.486,53.98943202
75,5,16,2.486,53.98943202
75,15,8,2.486,53.98943202
75,16,10,2.486,53.98943202
83,10,16,2.486,53.98943202
83,12,12,2.486,53.98943202
86,10,8,2.486,53.98943202
95,11,12,2.486,53.98943202
99,16,6,2.486,53.98943202
106,12,8,2.486,53.98943202
107,6,16,2.486,53.98943202
107,8,13,2.486,53.98943202
107,12,10,2.486,53.98943202
119,14,16,2.486,53.98943202
120,16,14,2.486,53.98943202
26,16,9,2.487,53.96772336
59,16,15,2.487,53.96772336
60,16,14,2.487,53.96772336
68,8,15,2.487,53.96772336
68,11,14,2.487,53.96772336
74,13,16,2.487,53.96772336
79,16,8,2.487,53.96772336
82,9,10,2.487,53.96772336
82,16,14,2.487,53.96772336
86,16,16,2.487,53.96772336
94,16,4,2.487,53.96772336
98,16,8,2.487,53.96772336
100,9,13,2.487,53.96772336
105,8,8,2.487,53.96772336
105,10,11,2.487,53.96772336
105,14,10,2.487,53.96772336
116,7,16,2.487,53.96772336
126,12,16,2.487,53.96772336
127,15,16,2.487,53.96772336
128,10,13,2.487,53.96772336
34,16,12,2.488,53.94603215
47,16,15,2.488,53.94603215
53,6,16,2.488,53.94603215
66,9,16,2.488,53.94603215
73,16,8,2.488,53.94603215
74,16,9,2.488,53.94603215
80,8,11,2.488,53.94603215
82,16,6,2.488,53.94603215
86,10,11,2.488,53.94603215
87,11,13,2.488,53.94603215
88,16,7,2.488,53.94603215
100,10,16,2.488,53.94603215
107,12,16,2.488,53.94603215
108,8,9,2.488,53.94603215
116,14,16,2.488,53.94603215
121,16,9,2.488,53.94603215
128,14,10,2.488,53.94603215
47,16,14,2.489,53.92435838
60,12,16,2.489,53.92435838
69,10,12,2.489,53.92435838
74,4,16,2.489,53.92435838
75,13,12,2.489,53.92435838
81,9,11,2.489,53.92435838
86,8,8,2.489,53.92435838
88,10,10,2.489,53.92435838
92,16,7,2.489,53.92435838
100,8,8,2.489,53.92435838
113,10,8,2.489,53.92435838
115,16,6,2.489,53.92435838
120,8,8,2.489,53.92435838
128,5,14,2.489,53.92435838
26,13,16,2.49,53.90270201
48,12,16,2.49,53.90270201
81,16,6,2.49,53.90270201
86,9,9,2.49,53.90270201
86,9,14,2.49,53.90270201
87,16,5,2.49,53.90270201
92,16,12,2.49,53.90270201
92,16,16,2.49,53.90270201
93,16,16,2.49,53.90270201
101,6,16,2.49,53.90270201
106,8,8,2.49,53.90270201
107,16,4,2.49,53.90270201
107,16,6,2.49,53.90270201
107,16,11,2.49,53.90270201
114,13,12,2.49,53.90270201
128,7,12,2.49,53.90270201
46,8,16,2.491,53.88106303
76,16,6,2.491,53.88106303
80,10,9,2.491,53.88106303
81,16,12,2.491,53.88106303
84,16,6,2.491,53.88106303
87,8,12,2.491,53.88106303
93,8,16,2.491,53.88106303
93,16,10,2.491,53.88106303
101,8,10,2.491,53.88106303
107,13,8,2.491,53.88106303
116,8,16,2.491,53.88106303
120,16,4,2.491,53.88106303
127,16,9,2.491,53.88106303
128,6,10,2.491,53.88106303
128,7,14,2.491,53.88106303
23,16,16,2.492,53.85944141
39,11,16,2.492,53.85944141
67,8,10,2.492,53.85944141
68,14,10,2.492,53.85944141
74,13,9,2.492,53.85944141
76,16,8,2.492,53.85944141
80,7,16,2.492,53.85944141
82,8,12,2.492,53.85944141
87,16,13,2.492,53.85944141
88,16,4,2.492,53.85944141
88,16,6,2.492,53.85944141
92,9,16,2.492,53.85944141
93,8,15,2.492,53.85944141
93,13,13,2.492,53.85944141
98,16,6,2.492,53.85944141
105,10,8,2.492,53.85944141
105,16,5,2.492,53.85944141
107,9,16,2.492,53.85944141
114,12,12,2.492,53.85944141
121,8,8,2.492,53.85944141
126,16,13,2.492,53.85944141
33,16,16,2.493,53.83783714
54,9,16,2.493,53.83783714
60,9,16,2.493,53.83783714
60,10,16,2.493,53.83783714
69,9,8,2.493,53.83783714
69,11,11,2.493,53.83783714
69,12,8,2.493,53.83783714
69,16,10,2.493,53.83783714
74,15,9,2.493,53.83783714
80,16,8,2.493,53.83783714
82,12,16,2.493,53.83783714
87,11,16,2.493,53.83783714
94,12,13,2.493,53.83783714
99,16,16,2.493,53.83783714
101,16,13,2.493,53.83783714
105,10,12,2.493,53.83783714
121,15,16,2.493,53.83783714
128,9,4,2.493,53.83783714
26,16,8,2.494,53.8162502
44,13,16,2.494,53.8162502
60,16,7,2.494,53.8162502
68,9,11,2.494,53.8162502
68,16,6,2.494,53.8162502
74,10,8,2.494,53.8162502
74,13,13,2.494,53.8162502
81,13,13,2.494,53.8162502
87,10,8,2.494,53.8162502
88,8,13,2.494,53.8162502
89,9,8,2.494,53.8162502
93,16,5,2.494,53.8162502
105,12,10,2.494,53.8162502
107,10,12,2.494,53.8162502
115,9,12,2.494,53.8162502
127,16,15,2.494,53.8162502
47,10,16,2.495,53.79468056
74,14,16,2.495,53.79468056
75,4,16,2.495,53.79468056
80,15,16,2.495,53.79468056
83,9,9,2.495,53.79468056
83,14,8,2.495,53.79468056
87,12,16,2.495,53.79468056
93,16,12,2.495,53.79468056
99,10,8,2.495,53.79468056
99,11,8,2.495,53.79468056
116,12,16,2.495,53.79468056
119,9,16,2.495,53.79468056
15,16,16,2.496,53.77312821
33,16,8,2.496,53.77312821
33,16,12,2.496,53.77312821
47,9,16,2.496,53.77312821
53,16,7,2.496,53.77312821
53,16,12,2.496,53.77312821
68,14,14,2.496,53.77312821
74,9,11,2.496,53.77312821
76,12,10,2.496,53.77312821
81,6,16,2.496,53.77312821
81,8,11,2.496,53.77312821
82,8,9,2.496,53.77312821
88,12,8,2.496,53.77312821
88,13,11,2.496,53.77312821
100,13,12,2.496,53.77312821
104,8,10,2.496,53.77312821
107,12,13,2.496,53.77312821
107,16,9,2.496,53.77312821
27,8,16,2.497,53.75159311
34,16,15,2.497,53.75159311
39,16,14,2.497,53.75159311
65,16,4,2.497,53.75159311
80,8,14,2.497,53.75159311
81,13,8,2.497,53.75159311
81,13,12,2.497,53.75159311
82,8,16,2.497,53.75159311
86,4,16,2.497,53.75159311
86,12,8,2.497,53.75159311
87,11,8,2.497,53.75159311
88,12,13,2.497,53.75159311
88,14,9,2.497,53.75159311
94,15,8,2.497,53.75159311
99,16,13,2.497,53.75159311
103,16,6,2.497,53.75159311
106,9,13,2.497,53.75159311
106,16,9,2.497,53.75159311
107,14,9,2.497,53.75159311
108,8,8,2.497,53.75159311
113,11,8,2.497,53.75159311
113,11,13,2.497,53.75159311
114,10,10,2.497,53.75159311
116,16,6,2.497,53.75159311
128,9,6,2.497,53.75159311
24,14,16,2.498,53.73007526
33,10,16,2.498,53.73007526
53,10,16,2.498,53.73007526
59,16,12,2.498,53.73007526
74,13,11,2.498,53.73007526
75,13,8,2.498,53.73007526
76,9,10,2.498,53.73007526
80,16,13,2.498,53.73007526
93,16,11,2.498,53.73007526
108,16,13,2.498,53.73007526
34,13,16,2.499,53.70857463
34,15,16,2.499,53.70857463
40,12,16,2.499,53.70857463
68,12,9,2.499,53.70857463
69,8,12,2.499,53.70857463
75,9,9,2.499,53.70857463
81,8,12,2.499,53.70857463
81,14,12,2.499,53.70857463
82,8,14,2.499,53.70857463
87,8,14,2.499,53.70857463
87,9,9,2.499,53.70857463
89,8,9,2.499,53.70857463
93,16,7,2.499,53.70857463
94,12,11,2.499,53.70857463
94,13,14,2.499,53.70857463
100,10,8,2.499,53.70857463
100,11,16,2.499,53.70857463
104,12,12,2.499,53.70857463
107,9,9,2.499,53.70857463
114,16,6,2.499,53.70857463
116,11,11,2.499,53.70857463
126,10,16,2.499,53.70857463
127,16,14,2.499,53.70857463
32,14,16,2.5,53.6870912
32,16,10,2.5,53.6870912
68,8,13,2.5,53.6870912
69,13,13,2.5,53.6870912
74,16,7,2.5,53.6870912
81,16,5,2.5,53.6870912
88,11,13,2.5,53.6870912
89,13,12,2.5,53.6870912
93,9,10,2.5,53.6870912
93,9,12,2.5,53.6870912
100,13,9,2.5,53.6870912
100,16,13,2.5,53.6870912
105,13,11,2.5,53.6870912
113,11,9,2.5,53.6870912
121,16,4,2.5,53.6870912
121,16,13,2.5,53.6870912
126,13,16,2.5,53.6870912
127,16,10,2.5,53.6870912
128,5,15,2.5,53.6870912
128,7,10,2.5,53.6870912
128,15,15,2.5,53.6870912
45,11,16,2.501,53.66562495
67,8,8,2.501,53.66562495
67,9,16,2.501,53.66562495
67,11,15,2.501,53.66562495
68,9,10,2.501,53.66562495
80,9,16,2.501,53.66562495
81,12,13,2.501,53.66562495
82,11,12,2.501,53.66562495
83,8,16,2.501,53.66562495
83,9,16,2.501,53.66562495
88,11,9,2.501,53.66562495
93,16,4,2.501,53.66562495
95,10,14,2.501,53.66562495
100,16,16,2.501,53.66562495
101,4,16,2.501,53.66562495
105,5,16,2.501,53.66562495
105,9,10,2.501,53.66562495
