Tm,Tr,Tc,Kernel Time,GFLOPS
62,11,16,2.61,51.42441686
66,12,9,2.61,51.42441686
67,10,7,2.61,51.42441686
69,14,6,2.61,51.42441686
70,7,16,2.61,51.42441686
73,9,12,2.61,51.42441686
73,13,8,2.61,51.42441686
73,13,9,2.61,51.42441686
75,4,9,2.61,51.42441686
75,7,9,2.61,51.42441686
75,11,16,2.61,51.42441686
76,15,15,2.61,51.42441686
76,16,7,2.61,51.42441686
76,16,9,2.61,51.42441686
76,16,13,2.61,51.42441686
77,9,16,2.61,51.42441686
78,11,11,2.61,51.42441686
79,15,8,2.61,51.42441686
80,9,10,2.61,51.42441686
80,11,15,2.61,51.42441686
80,13,16,2.61,51.42441686
80,16,11,2.61,51.42441686
81,4,16,2.61,51.42441686
81,16,4,2.61,51.42441686
83,16,11,2.61,51.42441686
84,16,7,2.61,51.42441686
89,6,8,2.61,51.42441686
89,8,15,2.61,51.42441686
89,11,14,2.61,51.42441686
92,14,7,2.61,51.42441686
93,9,6,2.61,51.42441686
93,12,15,2.61,51.42441686
94,16,7,2.61,51.42441686
98,10,16,2.61,51.42441686
99,10,16,2.61,51.42441686
99,15,8,2.61,51.42441686
100,12,8,2.61,51.42441686
101,12,11,2.61,51.42441686
102,10,9,2.61,51.42441686
105,7,9,2.61,51.42441686
105,8,15,2.61,51.42441686
105,14,11,2.61,51.42441686
106,6,11,2.61,51.42441686
108,16,8,2.61,51.42441686
111,9,8,2.61,51.42441686
114,8,14,2.61,51.42441686
114,9,15,2.61,51.42441686
115,13,11,2.61,51.42441686
119,9,10,2.61,51.42441686
120,14,14,2.61,51.42441686
121,8,10,2.61,51.42441686
121,14,8,2.61,51.42441686
121,14,14,2.61,51.42441686
126,15,13,2.61,51.42441686
127,9,12,2.61,51.42441686
127,16,4,2.61,51.42441686
39,16,11,2.611,51.40472156
43,7,16,2.611,51.40472156
44,9,9,2.611,51.40472156
44,16,10,2.611,51.40472156
45,9,8,2.611,51.40472156
46,9,8,2.611,51.40472156
51,16,6,2.611,51.40472156
53,10,8,2.611,51.40472156
53,11,10,2.611,51.40472156
54,11,10,2.611,51.40472156
56,16,9,2.611,51.40472156
58,7,16,2.611,51.40472156
59,12,10,2.611,51.40472156
59,12,11,2.611,51.40472156
60,10,8,2.611,51.40472156
62,16,11,2.611,51.40472156
64,8,15,2.611,51.40472156
66,9,10,2.611,51.40472156
68,6,12,2.611,51.40472156
68,7,12,2.611,51.40472156
70,8,11,2.611,51.40472156
71,10,11,2.611,51.40472156
73,10,6,2.611,51.40472156
74,8,14,2.611,51.40472156
75,6,12,2.611,51.40472156
75,9,7,2.611,51.40472156
75,10,6,2.611,51.40472156
75,16,14,2.611,51.40472156
76,9,9,2.611,51.40472156
76,11,8,2.611,51.40472156
76,16,14,2.611,51.40472156
80,13,6,2.611,51.40472156
81,15,11,2.611,51.40472156
82,13,8,2.611,51.40472156
83,16,10,2.611,51.40472156
85,8,9,2.611,51.40472156
89,13,15,2.611,51.40472156
90,8,11,2.611,51.40472156
93,11,9,2.611,51.40472156
94,10,8,2.611,51.40472156
94,14,7,2.611,51.40472156
94,16,10,2.611,51.40472156
95,7,11,2.611,51.40472156
98,15,8,2.611,51.40472156
99,11,11,2.611,51.40472156
103,12,9,2.611,51.40472156
104,12,7,2.611,51.40472156
104,16,4,2.611,51.40472156
106,6,15,2.611,51.40472156
107,15,14,2.611,51.40472156
108,10,16,2.611,51.40472156
108,11,9,2.611,51.40472156
110,9,9,2.611,51.40472156
114,8,6,2.611,51.40472156
115,13,9,2.611,51.40472156
115,15,14,2.611,51.40472156
117,10,10,2.611,51.40472156
118,4,16,2.611,51.40472156
120,11,9,2.611,51.40472156
120,14,8,2.611,51.40472156
121,14,13,2.611,51.40472156
126,16,4,2.611,51.40472156
127,5,16,2.611,51.40472156
128,4,14,2.611,51.40472156
128,16,8,2.611,51.40472156
23,16,12,2.612,51.38504135
41,12,16,2.612,51.38504135
44,10,8,2.612,51.38504135
45,8,12,2.612,51.38504135
45,16,6,2.612,51.38504135
46,16,8,2.612,51.38504135
53,11,8,2.612,51.38504135
53,11,13,2.612,51.38504135
64,16,7,2.612,51.38504135
65,8,11,2.612,51.38504135
65,16,5,2.612,51.38504135
68,12,6,2.612,51.38504135
69,15,11,2.612,51.38504135
73,6,10,2.612,51.38504135
74,14,9,2.612,51.38504135
75,6,10,2.612,51.38504135
75,7,10,2.612,51.38504135
75,11,10,2.612,51.38504135
75,16,5,2.612,51.38504135
76,9,12,2.612,51.38504135
77,9,10,2.612,51.38504135
82,12,6,2.612,51.38504135
82,13,6,2.612,51.38504135
83,8,4,2.612,51.38504135
84,9,8,2.612,51.38504135
84,10,11,2.612,51.38504135
84,12,12,2.612,51.38504135
86,8,12,2.612,51.38504135
89,14,16,2.612,51.38504135
90,6,16,2.612,51.38504135
90,11,16,2.612,51.38504135
92,9,13,2.612,51.38504135
92,10,6,2.612,51.38504135
92,10,10,2.612,51.38504135
93,8,12,2.612,51.38504135
93,11,13,2.612,51.38504135
93,12,8,2.612,51.38504135
94,13,6,2.612,51.38504135
95,10,11,2.612,51.38504135
97,16,8,2.612,51.38504135
98,9,7,2.612,51.38504135
99,9,16,2.612,51.38504135
99,10,6,2.612,51.38504135
100,6,9,2.612,51.38504135
100,15,12,2.612,51.38504135
102,6,16,2.612,51.38504135
102,11,16,2.612,51.38504135
102,16,6,2.612,51.38504135
103,10,10,2.612,51.38504135
106,8,15,2.612,51.38504135
106,13,15,2.612,51.38504135
107,10,6,2.612,51.38504135
108,8,12,2.612,51.38504135
109,8,9,2.612,51.38504135
109,8,12,2.612,51.38504135
109,13,10,2.612,51.38504135
111,8,9,2.612,51.38504135
112,6,8,2.612,51.38504135
113,8,9,2.612,51.38504135
114,15,8,2.612,51.38504135
116,5,16,2.612,51.38504135
119,8,9,2.612,51.38504135
120,15,12,2.612,51.38504135
121,12,12,2.612,51.38504135
126,4,16,2.612,51.38504135
126,11,8,2.612,51.38504135
127,13,9,2.612,51.38504135
128,10,5,2.612,51.38504135
128,15,5,2.612,51.38504135
12,16,16,2.613,51.3653762
20,16,16,2.613,51.3653762
22,11,16,2.613,51.3653762
25,16,11,2.613,51.3653762
32,11,8,2.613,51.3653762
38,16,9,2.613,51.3653762
43,16,4,2.613,51.3653762
44,8,8,2.613,51.3653762
44,16,11,2.613,51.3653762
45,4,16,2.613,51.3653762
47,8,15,2.613,51.3653762
47,12,10,2.613,51.3653762
48,11,8,2.613,51.3653762
54,9,13,2.613,51.3653762
54,12,16,2.613,51.3653762
54,15,16,2.613,51.3653762
55,8,8,2.613,51.3653762
60,13,12,2.613,51.3653762
61,16,6,2.613,51.3653762
64,11,8,2.613,51.3653762
65,11,8,2.613,51.3653762
65,14,10,2.613,51.3653762
68,6,14,2.613,51.3653762
68,11,6,2.613,51.3653762
69,12,14,2.613,51.3653762
70,10,12,2.613,51.3653762
71,8,16,2.613,51.3653762
73,9,9,2.613,51.3653762
73,9,10,2.613,51.3653762
75,6,14,2.613,51.3653762
76,14,10,2.613,51.3653762
80,15,13,2.613,51.3653762
81,12,6,2.613,51.3653762
82,9,15,2.613,51.3653762
82,13,11,2.613,51.3653762
83,10,9,2.613,51.3653762
83,11,13,2.613,51.3653762
86,11,9,2.613,51.3653762
86,12,16,2.613,51.3653762
86,14,10,2.613,51.3653762
88,4,12,2.613,51.3653762
89,11,8,2.613,51.3653762
90,4,8,2.613,51.3653762
90,10,8,2.613,51.3653762
91,9,8,2.613,51.3653762
92,9,15,2.613,51.3653762
94,10,16,2.613,51.3653762
95,7,13,2.613,51.3653762
95,9,6,2.613,51.3653762
97,8,9,2.613,51.3653762
97,8,10,2.613,51.3653762
99,12,6,2.613,51.3653762
100,15,11,2.613,51.3653762
104,4,8,2.613,51.3653762
104,13,6,2.613,51.3653762
105,8,6,2.613,51.3653762
106,6,13,2.613,51.3653762
106,13,7,2.613,51.3653762
107,16,5,2.613,51.3653762
108,12,12,2.613,51.3653762
109,4,16,2.613,51.3653762
109,16,8,2.613,51.3653762
111,4,8,2.613,51.3653762
111,8,13,2.613,51.3653762
115,10,11,2.613,51.3653762
116,6,10,2.613,51.3653762
120,13,14,2.613,51.3653762
121,14,15,2.613,51.3653762
126,10,10,2.613,51.3653762
126,14,10,2.613,51.3653762
127,12,12,2.613,51.3653762
16,16,14,2.614,51.34572609
25,16,13,2.614,51.34572609
31,16,9,2.614,51.34572609
47,16,7,2.614,51.34572609
48,10,16,2.614,51.34572609
51,9,16,2.614,51.34572609
52,8,9,2.614,51.34572609
52,10,14,2.614,51.34572609
64,7,16,2.614,51.34572609
70,16,6,2.614,51.34572609
70,16,8,2.614,51.34572609
74,12,7,2.614,51.34572609
76,8,10,2.614,51.34572609
76,11,10,2.614,51.34572609
80,8,7,2.614,51.34572609
80,13,15,2.614,51.34572609
82,10,8,2.614,51.34572609
83,12,11,2.614,51.34572609
86,13,8,2.614,51.34572609
87,7,8,2.614,51.34572609
89,12,16,2.614,51.34572609
94,5,16,2.614,51.34572609
94,11,7,2.614,51.34572609
95,5,16,2.614,51.34572609
95,10,16,2.614,51.34572609
95,11,9,2.614,51.34572609
100,9,6,2.614,51.34572609
100,12,12,2.614,51.34572609
100,15,9,2.614,51.34572609
101,15,15,2.614,51.34572609
104,15,15,2.614,51.34572609
104,16,7,2.614,51.34572609
104,16,8,2.614,51.34572609
107,8,4,2.614,51.34572609
107,15,11,2.614,51.34572609
109,13,13,2.614,51.34572609
110,5,16,2.614,51.34572609
110,6,16,2.614,51.34572609
115,9,11,2.614,51.34572609
117,9,9,2.614,51.34572609
118,16,9,2.614,51.34572609
119,9,8,2.614,51.34572609
122,8,8,2.614,51.34572609
127,10,11,2.614,51.34572609
127,11,12,2.614,51.34572609
128,4,10,2.614,51.34572609
128,14,5,2.614,51.34572609
18,14,16,2.615,51.32609101
18,16,11,2.615,51.32609101
25,16,10,2.615,51.32609101
41,9,16,2.615,51.32609101
46,8,8,2.615,51.32609101
48,10,11,2.615,51.32609101
52,7,16,2.615,51.32609101
54,4,16,2.615,51.32609101
54,16,6,2.615,51.32609101
57,16,6,2.615,51.32609101
58,16,6,2.615,51.32609101
59,12,8,2.615,51.32609101
60,9,11,2.615,51.32609101
65,14,9,2.615,51.32609101
66,11,9,2.615,51.32609101
66,14,9,2.615,51.32609101
73,5,16,2.615,51.32609101
73,9,16,2.615,51.32609101
74,7,9,2.615,51.32609101
75,9,13,2.615,51.32609101
75,12,7,2.615,51.32609101
76,6,14,2.615,51.32609101
77,9,12,2.615,51.32609101
80,9,14,2.615,51.32609101
81,9,6,2.615,51.32609101
83,11,12,2.615,51.32609101
85,16,6,2.615,51.32609101
87,13,13,2.615,51.32609101
91,16,11,2.615,51.32609101
92,12,11,2.615,51.32609101
95,9,8,2.615,51.32609101
96,6,11,2.615,51.32609101
96,9,8,2.615,51.32609101
97,8,16,2.615,51.32609101
99,7,10,2.615,51.32609101
99,10,13,2.615,51.32609101
99,13,13,2.615,51.32609101
100,12,14,2.615,51.32609101
100,13,11,2.615,51.32609101
100,13,15,2.615,51.32609101
101,9,6,2.615,51.32609101
101,11,11,2.615,51.32609101
103,11,8,2.615,51.32609101
106,11,14,2.615,51.32609101
108,8,13,2.615,51.32609101
108,12,14,2.615,51.32609101
109,12,8,2.615,51.32609101
110,16,5,2.615,51.32609101
113,9,8,2.615,51.32609101
114,8,8,2.615,51.32609101
114,14,15,2.615,51.32609101
119,14,14,2.615,51.32609101
120,9,10,2.615,51.32609101
120,11,13,2.615,51.32609101
120,13,9,2.615,51.32609101
121,9,8,2.615,51.32609101
121,9,14,2.615,51.32609101
122,11,8,2.615,51.32609101
122,11,10,2.615,51.32609101
125,16,8,2.615,51.32609101
127,9,11,2.615,51.32609101
127,11,14,2.615,51.32609101
127,13,11,2.615,51.32609101
128,8,13,2.615,51.32609101
23,8,16,2.616,51.30647095
23,11,16,2.616,51.30647095
39,15,16,2.616,51.30647095
47,8,9,2.616,51.30647095
47,12,16,2.616,51.30647095
48,7,16,2.616,51.30647095
48,14,8,2.616,51.30647095
49,8,16,2.616,51.30647095
65,12,9,2.616,51.30647095
68,6,10,2.616,51.30647095
69,13,7,2.616,51.30647095
69,16,12,2.616,51.30647095
70,16,7,2.616,51.30647095
73,10,10,2.616,51.30647095
74,12,10,2.616,51.30647095
76,14,9,2.616,51.30647095
77,8,13,2.616,51.30647095
79,8,9,2.616,51.30647095
80,11,11,2.616,51.30647095
84,14,8,2.616,51.30647095
86,6,13,2.616,51.30647095
87,7,9,2.616,51.30647095
87,10,6,2.616,51.30647095
88,6,12,2.616,51.30647095
88,14,10,2.616,51.30647095
90,8,4,2.616,51.30647095
95,13,13,2.616,51.30647095
96,10,10,2.616,51.30647095
99,8,15,2.616,51.30647095
107,13,13,2.616,51.30647095
114,7,10,2.616,51.30647095
117,16,4,2.616,51.30647095
119,10,8,2.616,51.30647095
120,8,15,2.616,51.30647095
126,8,14,2.616,51.30647095
126,12,11,2.616,51.30647095
127,9,8,2.616,51.30647095
127,13,14,2.616,51.30647095
33,12,16,2.617,51.28686588
40,16,15,2.617,51.28686588
46,12,12,2.617,51.28686588
47,16,13,2.617,51.28686588
48,16,5,2.617,51.28686588
53,5,16,2.617,51.28686588
54,9,15,2.617,51.28686588
61,10,9,2.617,51.28686588
64,9,11,2.617,51.28686588
66,11,11,2.617,51.28686588
68,6,11,2.617,51.28686588
68,13,15,2.617,51.28686588
68,14,15,2.617,51.28686588
70,11,8,2.617,51.28686588
71,11,8,2.617,51.28686588
71,16,5,2.617,51.28686588
74,9,6,2.617,51.28686588
74,14,10,2.617,51.28686588
74,14,12,2.617,51.28686588
75,8,14,2.617,51.28686588
79,8,16,2.617,51.28686588
81,12,7,2.617,51.28686588
84,10,8,2.617,51.28686588
86,11,12,2.617,51.28686588
86,13,10,2.617,51.28686588
89,8,4,2.617,51.28686588
89,16,9,2.617,51.28686588
91,7,8,2.617,51.28686588
93,8,11,2.617,51.28686588
94,8,13,2.617,51.28686588
99,10,7,2.617,51.28686588
101,8,8,2.617,51.28686588
103,8,10,2.617,51.28686588
104,8,9,2.617,51.28686588
107,5,16,2.617,51.28686588
109,10,9,2.617,51.28686588
112,11,8,2.617,51.28686588
115,6,12,2.617,51.28686588
115,9,15,2.617,51.28686588
116,7,9,2.617,51.28686588
116,16,7,2.617,51.28686588
119,4,16,2.617,51.28686588
127,12,14,2.617,51.28686588
10,16,16,2.618,51.26727578
20,8,16,2.618,51.26727578
22,9,16,2.618,51.26727578
34,7,16,2.618,51.26727578
43,16,5,2.618,51.26727578
44,14,16,2.618,51.26727578
51,10,9,2.618,51.26727578
53,9,9,2.618,51.26727578
53,10,13,2.618,51.26727578
53,11,9,2.618,51.26727578
54,8,8,2.618,51.26727578
57,8,16,2.618,51.26727578
59,15,8,2.618,51.26727578
64,8,11,2.618,51.26727578
65,16,10,2.618,51.26727578
65,16,12,2.618,51.26727578
68,4,8,2.618,51.26727578
71,10,10,2.618,51.26727578
74,6,14,2.618,51.26727578
74,12,13,2.618,51.26727578
74,14,13,2.618,51.26727578
77,9,6,2.618,51.26727578
81,10,8,2.618,51.26727578
83,16,6,2.618,51.26727578
84,8,6,2.618,51.26727578
84,9,15,2.618,51.26727578
85,16,10,2.618,51.26727578
86,6,11,2.618,51.26727578
86,10,16,2.618,51.26727578
87,6,10,2.618,51.26727578
88,11,10,2.618,51.26727578
88,14,8,2.618,51.26727578
90,6,12,2.618,51.26727578
90,16,4,2.618,51.26727578
90,16,9,2.618,51.26727578
94,13,7,2.618,51.26727578
96,9,10,2.618,51.26727578
96,11,10,2.618,51.26727578
97,16,9,2.618,51.26727578
99,7,11,2.618,51.26727578
100,10,6,2.618,51.26727578
101,7,13,2.618,51.26727578
104,8,6,2.618,51.26727578
114,4,16,2.618,51.26727578
119,16,8,2.618,51.26727578
121,12,11,2.618,51.26727578
121,13,15,2.618,51.26727578
125,16,5,2.618,51.26727578
126,11,9,2.618,51.26727578
127,13,10,2.618,51.26727578
16,14,16,2.619,51.24770065
28,16,11,2.619,51.24770065
47,8,14,2.619,51.24770065
48,5,16,2.619,51.24770065
52,12,10,2.619,51.24770065
55,16,10,2.619,51.24770065
56,16,10,2.619,51.24770065
57,8,8,2.619,51.24770065
57,9,16,2.619,51.24770065
60,16,6,2.619,51.24770065
65,4,14,2.619,51.24770065
65,6,11,2.619,51.24770065
65,16,6,2.619,51.24770065
66,16,15,2.619,51.24770065
71,7,16,2.619,51.24770065
76,10,6,2.619,51.24770065
77,16,8,2.619,51.24770065
78,5,16,2.619,51.24770065
78,9,12,2.619,51.24770065
82,8,7,2.619,51.24770065
82,16,8,2.619,51.24770065
85,9,10,2.619,51.24770065
88,7,12,2.619,51.24770065
89,6,12,2.619,51.24770065
89,10,11,2.619,51.24770065
93,11,14,2.619,51.24770065
95,9,12,2.619,51.24770065
96,12,11,2.619,51.24770065
98,8,9,2.619,51.24770065
98,16,9,2.619,51.24770065
101,10,9,2.619,51.24770065
104,12,9,2.619,51.24770065
104,15,6,2.619,51.24770065
105,7,12,2.619,51.24770065
110,9,11,2.619,51.24770065
113,12,8,2.619,51.24770065
113,16,13,2.619,51.24770065
116,14,13,2.619,51.24770065
120,15,9,2.619,51.24770065
122,10,9,2.619,51.24770065
127,11,13,2.619,51.24770065
128,11,8,2.619,51.24770065
28,16,9,2.62,51.22814046
34,11,12,2.62,51.22814046
44,4,16,2.62,51.22814046
46,10,8,2.62,51.22814046
46,16,4,2.62,51.22814046
48,8,14,2.62,51.22814046
48,10,12,2.62,51.22814046
48,11,16,2.62,51.22814046
52,8,11,2.62,51.22814046
52,14,11,2.62,51.22814046
57,9,9,2.62,51.22814046
59,12,12,2.62,51.22814046
66,7,10,2.62,51.22814046
66,15,11,2.62,51.22814046
68,12,7,2.62,51.22814046
69,14,14,2.62,51.22814046
73,10,15,2.62,51.22814046
74,6,11,2.62,51.22814046
75,14,7,2.62,51.22814046
75,15,14,2.62,51.22814046
77,5,16,2.62,51.22814046
81,15,13,2.62,51.22814046
84,8,11,2.62,51.22814046
85,11,9,2.62,51.22814046
85,11,10,2.62,51.22814046
86,16,8,2.62,51.22814046
90,9,16,2.62,51.22814046
90,11,8,2.62,51.22814046
90,16,5,2.62,51.22814046
96,5,16,2.62,51.22814046
96,8,10,2.62,51.22814046
99,15,14,2.62,51.22814046
100,8,15,2.62,51.22814046
103,7,8,2.62,51.22814046
105,6,10,2.62,51.22814046
105,8,4,2.62,51.22814046
106,7,14,2.62,51.22814046
108,14,13,2.62,51.22814046
111,14,16,2.62,51.22814046
113,16,4,2.62,51.22814046
114,6,8,2.62,51.22814046
114,16,10,2.62,51.22814046
115,6,9,2.62,51.22814046
116,6,16,2.62,51.22814046
119,10,6,2.62,51.22814046
126,8,11,2.62,51.22814046
126,13,9,2.62,51.22814046
18,12,16,2.621,51.20859519
32,8,11,2.621,51.20859519
40,11,16,2.621,51.20859519
47,9,13,2.621,51.20859519
52,8,13,2.621,51.20859519
67,8,9,2.621,51.20859519
67,14,8,2.621,51.20859519
75,12,8,2.621,51.20859519
80,10,6,2.621,51.20859519
84,8,4,2.621,51.20859519
86,13,6,2.621,51.20859519
87,12,7,2.621,51.20859519
92,7,14,2.621,51.20859519
92,11,6,2.621,51.20859519
92,14,16,2.621,51.20859519
92,15,15,2.621,51.20859519
92,16,6,2.621,51.20859519
96,11,12,2.621,51.20859519
99,9,6,2.621,51.20859519
100,9,7,2.621,51.20859519
100,11,7,2.621,51.20859519
106,7,9,2.621,51.20859519
106,8,4,2.621,51.20859519
107,8,6,2.621,51.20859519
111,16,10,2.621,51.20859519
113,12,9,2.621,51.20859519
119,8,14,2.621,51.20859519
120,12,15,2.621,51.20859519
120,15,14,2.621,51.20859519
126,9,15,2.621,51.20859519
127,8,14,2.621,51.20859519
23,16,13,2.622,51.18906484
25,11,16,2.622,51.18906484
33,4,16,2.622,51.18906484
41,16,10,2.622,51.18906484
44,16,12,2.622,51.18906484
46,11,8,2.622,51.18906484
47,10,13,2.622,51.18906484
51,11,16,2.622,51.18906484
59,10,9,2.622,51.18906484
59,11,14,2.622,51.18906484
61,10,16,2.622,51.18906484
67,8,4,2.622,51.18906484
69,7,10,2.622,51.18906484
69,8,4,2.622,51.18906484
70,8,10,2.622,51.18906484
72,16,5,2.622,51.18906484
73,15,16,2.622,51.18906484
75,8,6,2.622,51.18906484
76,6,10,2.622,51.18906484
76,8,12,2.622,51.18906484
76,9,6,2.622,51.18906484
77,7,16,2.622,51.18906484
79,8,10,2.622,51.18906484
80,15,9,2.622,51.18906484
81,7,11,2.622,51.18906484
81,13,11,2.622,51.18906484
83,16,5,2.622,51.18906484
84,16,13,2.622,51.18906484
86,4,12,2.622,51.18906484
87,12,6,2.622,51.18906484
87,15,13,2.622,51.18906484
88,13,9,2.622,51.18906484
90,8,14,2.622,51.18906484
90,8,16,2.622,51.18906484
91,8,8,2.622,51.18906484
94,11,12,2.622,51.18906484
95,11,16,2.622,51.18906484
96,16,8,2.622,51.18906484
102,9,10,2.622,51.18906484
108,16,6,2.622,51.18906484
109,9,9,2.622,51.18906484
109,16,11,2.622,51.18906484
113,11,14,2.622,51.18906484
114,14,8,2.622,51.18906484
120,14,13,2.622,51.18906484
120,15,15,2.622,51.18906484
121,11,11,2.622,51.18906484
126,11,15,2.622,51.18906484
127,15,10,2.622,51.18906484
128,12,5,2.622,51.18906484
22,14,16,2.623,51.16954937
22,16,9,2.623,51.16954937
23,16,10,2.623,51.16954937
26,16,12,2.623,51.16954937
40,8,16,2.623,51.16954937
41,16,12,2.623,51.16954937
44,11,10,2.623,51.16954937
46,8,12,2.623,51.16954937
47,9,11,2.623,51.16954937
48,14,16,2.623,51.16954937
52,16,10,2.623,51.16954937
60,5,16,2.623,51.16954937
61,15,16,2.623,51.16954937
64,8,7,2.623,51.16954937
65,11,6,2.623,51.16954937
67,12,10,2.623,51.16954937
67,13,10,2.623,51.16954937
67,14,12,2.623,51.16954937
69,10,6,2.623,51.16954937
69,11,8,2.623,51.16954937
69,12,6,2.623,51.16954937
71,16,6,2.623,51.16954937
73,10,9,2.623,51.16954937
73,12,12,2.623,51.16954937
73,16,9,2.623,51.16954937
75,6,8,2.623,51.16954937
75,11,8,2.623,51.16954937
76,7,12,2.623,51.16954937
76,10,7,2.623,51.16954937
76,11,9,2.623,51.16954937
76,12,9,2.623,51.16954937
77,10,9,2.623,51.16954937
80,10,8,2.623,51.16954937
82,6,12,2.623,51.16954937
82,11,15,2.623,51.16954937
84,11,9,2.623,51.16954937
85,8,12,2.623,51.16954937
86,10,7,2.623,51.16954937
87,4,12,2.623,51.16954937
88,6,10,2.623,51.16954937
88,10,6,2.623,51.16954937
88,13,8,2.623,51.16954937
90,8,6,2.623,51.16954937
90,16,8,2.623,51.16954937
92,16,4,2.623,51.16954937
95,9,16,2.623,51.16954937
95,14,6,2.623,51.16954937
96,12,9,2.623,51.16954937
97,9,10,2.623,51.16954937
97,13,8,2.623,51.16954937
98,12,16,2.623,51.16954937
99,14,12,2.623,51.16954937
101,10,10,2.623,51.16954937
106,15,14,2.623,51.16954937
111,9,12,2.623,51.16954937
112,16,11,2.623,51.16954937
116,9,10,2.623,51.16954937
116,10,8,2.623,51.16954937
117,16,8,2.623,51.16954937
118,16,4,2.623,51.16954937
120,6,16,2.623,51.16954937
121,15,8,2.623,51.16954937
126,8,12,2.623,51.16954937
127,10,9,2.623,51.16954937
128,13,5,2.623,51.16954937
32,16,6,2.624,51.15004878
35,7,16,2.624,51.15004878
36,9,16,2.624,51.15004878
39,7,16,2.624,51.15004878
41,16,9,2.624,51.15004878
43,16,6,2.624,51.15004878
44,16,16,2.624,51.15004878
46,16,13,2.624,51.15004878
48,16,7,2.624,51.15004878
52,12,9,2.624,51.15004878
52,13,9,2.624,51.15004878
53,8,10,2.624,51.15004878
58,9,16,2.624,51.15004878
67,11,8,2.624,51.15004878
68,15,13,2.624,51.15004878
70,13,16,2.624,51.15004878
71,8,11,2.624,51.15004878
71,9,16,2.624,51.15004878
72,8,16,2.624,51.15004878
73,16,7,2.624,51.15004878
74,6,9,2.624,51.15004878
74,7,11,2.624,51.15004878
75,13,14,2.624,51.15004878
77,9,9,2.624,51.15004878
78,16,8,2.624,51.15004878
80,14,10,2.624,51.15004878
80,15,10,2.624,51.15004878
80,16,5,2.624,51.15004878
88,9,13,2.624,51.15004878
89,4,8,2.624,51.15004878
89,7,8,2.624,51.15004878
89,8,10,2.624,51.15004878
89,10,10,2.624,51.15004878
89,15,8,2.624,51.15004878
93,11,11,2.624,51.15004878
93,12,12,2.624,51.15004878
95,8,11,2.624,51.15004878
95,16,7,2.624,51.15004878
96,10,16,2.624,51.15004878
96,11,9,2.624,51.15004878
99,7,14,2.624,51.15004878
101,6,8,2.624,51.15004878
104,12,6,2.624,51.15004878
112,9,8,2.624,51.15004878
113,15,15,2.624,51.15004878
116,14,11,2.624,51.15004878
121,13,12,2.624,51.15004878
126,9,10,2.624,51.15004878
127,8,10,2.624,51.15004878
128,16,9,2.624,51.15004878
41,16,8,2.625,51.13056305
45,14,8,2.625,51.13056305
47,12,9,2.625,51.13056305
47,13,10,2.625,51.13056305
51,9,10,2.625,51.13056305
51,11,11,2.625,51.13056305
53,10,9,2.625,51.13056305
53,10,10,2.625,51.13056305
53,13,10,2.625,51.13056305
55,11,8,2.625,51.13056305
65,6,9,2.625,51.13056305
66,11,8,2.625,51.13056305
67,13,9,2.625,51.13056305
69,15,6,2.625,51.13056305
72,9,9,2.625,51.13056305
73,11,10,2.625,51.13056305
74,13,14,2.625,51.13056305
74,16,14,2.625,51.13056305
77,13,8,2.625,51.13056305
78,6,9,2.625,51.13056305
83,4,8,2.625,51.13056305
85,8,6,2.625,51.13056305
89,10,12,2.625,51.13056305
92,8,16,2.625,51.13056305
96,10,9,2.625,51.13056305
98,8,10,2.625,51.13056305
100,6,10,2.625,51.13056305
102,7,8,2.625,51.13056305
103,6,16,2.625,51.13056305
103,8,6,2.625,51.13056305
103,9,8,2.625,51.13056305
103,16,8,2.625,51.13056305
103,16,11,2.625,51.13056305
104,16,16,2.625,51.13056305
105,11,6,2.625,51.13056305
105,11,9,2.625,51.13056305
108,6,16,2.625,51.13056305
108,7,10,2.625,51.13056305
108,14,14,2.625,51.13056305
108,15,11,2.625,51.13056305
111,12,16,2.625,51.13056305
113,15,14,2.625,51.13056305
114,12,6,2.625,51.13056305
114,15,9,2.625,51.13056305
118,9,8,2.625,51.13056305
119,12,14,2.625,51.13056305
120,8,16,2.625,51.13056305
122,9,14,2.625,51.13056305
125,15,8,2.625,51.13056305
126,9,11,2.625,51.13056305
128,5,8,2.625,51.13056305
45,16,13,2.626,51.11109216
46,6,16,2.626,51.11109216
52,16,15,2.626,51.11109216
53,13,13,2.626,51.11109216
57,16,9,2.626,51.11109216
58,15,11,2.626,51.11109216
59,10,12,2.626,51.11109216
59,14,11,2.626,51.11109216
60,14,10,2.626,51.11109216
67,14,11,2.626,51.11109216
67,15,11,2.626,51.11109216
73,16,12,2.626,51.11109216
74,10,9,2.626,51.11109216
75,11,7,2.626,51.11109216
78,8,13,2.626,51.11109216
80,6,11,2.626,51.11109216
81,8,7,2.626,51.11109216
81,14,10,2.626,51.11109216
81,14,13,2.626,51.11109216
83,9,8,2.626,51.11109216
86,11,16,2.626,51.11109216
88,7,9,2.626,51.11109216
88,13,14,2.626,51.11109216
89,9,12,2.626,51.11109216
90,10,9,2.626,51.11109216
91,7,16,2.626,51.11109216
91,12,8,2.626,51.11109216
94,9,13,2.626,51.11109216
96,9,12,2.626,51.11109216
96,10,12,2.626,51.11109216
96,16,12,2.626,51.11109216
99,11,9,2.626,51.11109216
101,8,13,2.626,51.11109216
104,8,15,2.626,51.11109216
