Tm,Tr,Tc,Kernel Time,GFLOPS
27,7,6,21.841,6.145218992
13,7,6,21.844,6.144375023
25,5,7,21.844,6.144375023
20,6,7,21.851,6.142406663
21,6,7,21.865,6.138473725
25,8,5,21.866,6.138192994
30,5,4,21.872,6.136509144
10,5,5,21.873,6.136228592
30,8,4,21.873,6.136228592
18,7,8,21.876,6.135387091
25,4,5,21.89,6.131463134
5,7,5,21.9,6.128663379
13,4,5,21.902,6.128103735
29,8,4,21.902,6.128103735
34,5,4,21.902,6.128103735
22,5,7,21.904,6.127544193
25,7,6,21.91,6.12586618
26,8,6,21.92,6.123071533
20,6,6,21.921,6.122792208
26,8,5,21.934,6.119163308
23,4,4,21.938,6.118047589
13,5,5,21.94,6.117489881
31,5,4,21.945,6.116096058
24,6,5,21.946,6.11581737
25,6,5,21.95,6.11470287
21,6,6,21.953,6.113867262
19,4,7,21.955,6.113310317
23,4,5,21.964,6.110805318
14,4,5,21.967,6.109970774
22,6,6,21.994,6.102470128
30,7,4,21.995,6.10219268
19,8,8,21.996,6.101915257
24,4,5,21.999,6.10108314
26,6,5,22.01,6.098033985
6,4,5,22.012,6.09747992
31,7,4,22.015,6.096649012
14,6,7,22.043,6.088904777
29,7,5,22.044,6.088628561
29,7,4,22.051,6.086695751
23,8,6,22.053,6.086143745
27,8,5,22.058,6.084764167
13,6,4,22.062,6.083660955
27,4,4,22.066,6.082558144
28,7,6,22.067,6.082282503
6,5,4,22.069,6.081731297
20,5,6,22.07,6.081455732
16,4,7,22.072,6.080904676
24,4,4,22.073,6.080629185
31,5,5,22.077,6.079527472
21,8,7,22.08,6.078701449
13,4,4,22.084,6.077600435
14,6,5,22.119,6.067983544
17,4,7,22.122,6.067160655
23,5,6,22.123,6.066886408
26,5,5,22.125,6.066337989
18,4,7,22.127,6.065789669
15,6,6,22.135,6.06359738
25,7,7,22.15,6.059491106
22,5,6,22.152,6.058944023
20,7,7,22.154,6.058397039
20,4,5,22.171,6.053751658
21,5,7,22.181,6.051022407
19,7,8,22.21,6.043121477
29,5,4,22.214,6.042033312
28,8,5,22.226,6.038771169
17,8,8,22.252,6.031715262
29,5,5,22.256,6.030631201
24,6,4,22.257,6.030360246
4,5,6,22.275,6.025487228
18,4,6,22.282,6.023594291
20,5,7,22.285,6.022783397
23,7,6,22.287,6.022242922
15,6,7,22.292,6.020892159
24,5,5,22.294,6.020352023
21,4,5,22.313,6.015225564
28,5,5,22.328,6.011184522
20,4,4,22.337,6.008762502
13,8,4,22.34,6.007955595
19,6,7,22.356,6.003655752
28,5,4,22.359,6.002850217
24,7,5,22.365,6.001239794
25,6,4,22.367,6.000703179
4,6,5,22.371,5.999630236
26,6,4,22.38,5.997217516
18,6,7,22.383,5.996413707
14,5,7,22.386,5.995610113
22,4,5,22.388,5.995074504
22,4,4,22.391,5.99427127
28,6,4,22.398,5.992397893
17,6,7,22.409,5.989456379
14,6,4,22.456,5.976920556
16,7,8,22.456,5.976920556
16,4,6,22.466,5.974260126
22,7,6,22.479,5.970805107
23,6,5,22.485,5.96921183
23,6,4,22.492,5.967354081
17,7,8,22.495,5.966558257
15,5,7,22.511,5.962317445
7,4,4,22.538,5.955174727
19,6,6,22.559,5.949631101
19,5,6,22.566,5.947785518
28,8,4,22.579,5.944361043
12,5,5,22.601,5.938574753
19,4,5,22.605,5.937523911
21,5,6,22.607,5.936998629
27,6,4,22.609,5.93647344
17,5,7,22.611,5.935948344
25,5,5,22.624,5.932537482
27,5,5,22.635,5.929654429
17,6,6,22.639,5.928606741
5,5,5,22.645,5.927035902
26,7,5,22.652,5.925204309
22,6,5,22.653,5.924942745
16,5,7,22.656,5.924158192
18,4,5,22.664,5.922067067
20,6,5,22.666,5.921544516
17,4,4,22.682,5.917367428
19,4,4,22.693,5.914499097
24,8,4,22.698,5.913196229
26,5,4,22.699,5.912935724
20,8,6,22.711,5.909811457
23,7,5,22.721,5.907210422
13,7,4,22.738,5.902793913
21,8,6,22.745,5.90097727
20,7,6,22.756,5.898124802
19,5,7,22.774,5.893463072
15,5,6,22.792,5.888808705
28,7,5,22.798,5.887258882
27,7,5,22.839,5.876690223
21,6,4,22.852,5.873347103
16,6,6,22.855,5.872576154
20,8,7,22.864,5.870264521
16,4,5,22.879,5.86641584
16,8,8,22.897,5.861804079
23,5,5,22.9,5.861036157
14,8,7,22.915,5.857199564
27,5,4,22.919,5.85617732
17,5,6,22.92,5.855921815
28,7,4,22.924,5.854900017
14,7,6,22.936,5.851836763
15,8,6,22.952,5.847757407
14,8,6,22.971,5.842920552
22,8,6,22.973,5.842411875
19,6,5,22.975,5.841903286
16,6,7,22.992,5.837583855
24,5,4,22.999,5.835807122
13,5,4,23.003,5.834792331
18,6,6,23.01,5.833017297
18,5,7,23.033,5.827192637
14,5,4,23.043,5.824663802
21,6,5,23.048,5.823400208
24,7,4,23.056,5.821379598
24,8,5,23.063,5.819612713
15,7,6,23.068,5.818351309
22,5,5,23.086,5.81381478
15,6,5,23.087,5.813562958
25,5,4,23.1,5.810291255
22,7,5,23.106,5.808782481
23,5,4,23.108,5.80827973
19,8,7,23.128,5.803257004
25,7,4,23.128,5.803257004
18,5,6,23.132,5.802253502
4,4,7,23.135,5.801501102
21,4,4,23.137,5.800999611
22,6,4,23.155,5.796490089
15,4,5,23.161,5.794988472
18,7,7,23.19,5.787741613
20,6,4,23.192,5.787242497
15,5,5,23.197,5.785995086
16,4,4,23.21,5.78275433
4,7,4,23.218,5.780761823
23,8,5,23.22,5.78026391
27,7,4,23.235,5.7765323
14,7,5,23.263,5.769579504
15,8,7,23.278,5.765861672
14,7,7,23.284,5.76437588
16,5,6,23.298,5.76091201
17,4,5,23.3,5.760417511
27,8,4,23.305,5.759181635
25,7,5,23.314,5.756958394
25,8,4,23.315,5.756711473
4,4,5,23.32,5.755477187
4,5,4,23.33,5.753010201
26,7,4,23.35,5.74808257
21,7,6,23.356,5.746605926
19,7,7,23.365,5.744392382
19,6,4,23.395,5.737026202
21,5,4,23.408,5.733840055
18,7,6,23.433,5.727722784
18,8,7,23.456,5.722106412
15,6,4,23.478,5.716744527
15,7,7,23.489,5.714067351
19,8,6,23.517,5.707264022
14,8,5,23.521,5.70629344
17,6,5,23.527,5.704838186
5,5,6,23.55,5.699266582
15,4,4,23.567,5.695155429
26,8,4,23.59,5.689602713
17,7,7,23.594,5.688638128
18,6,5,23.601,5.686950892
5,6,5,23.608,5.685264656
16,6,5,23.624,5.681414155
17,6,4,23.632,5.67949086
14,5,5,23.634,5.679010239
20,5,4,23.635,5.67876996
19,7,6,23.662,5.672290085
16,8,7,23.665,5.671571012
23,7,4,23.668,5.670852121
21,8,4,23.675,5.669175417
23,8,4,23.678,5.668457133
17,7,6,23.688,5.666064168
15,8,5,23.698,5.663673221
22,5,4,23.706,5.661761917
20,5,5,23.74,5.653653243
17,8,7,23.75,5.651272758
19,5,5,23.755,5.650083267
16,8,6,23.757,5.64960761
18,8,6,23.759,5.649132034
22,8,5,23.769,5.646755354
17,5,5,23.771,5.646280257
21,5,5,23.802,5.638926477
6,5,5,23.827,5.633009947
18,4,4,23.827,5.633009947
22,7,4,23.859,5.625454881
19,8,5,23.878,5.620978641
19,7,5,23.888,5.618625586
16,7,6,23.891,5.617920054
14,8,4,23.926,5.609701914
17,8,6,23.942,5.605953053
16,7,7,24.007,5.590774691
20,7,5,24.018,5.588214173
18,5,4,24.026,5.58635345
19,5,4,24.034,5.584493967
21,8,5,24.047,5.581474945
18,6,4,24.053,5.580082651
16,5,5,24.096,5.570124834
15,7,4,24.098,5.569662545
20,8,5,24.117,5.56527462
14,7,4,24.158,5.555829456
15,7,5,24.162,5.554909693
22,8,4,24.193,5.547791841
21,7,4,24.213,5.54320935
18,5,5,24.215,5.542751518
21,7,5,24.405,5.49959959
16,6,4,24.451,5.489253118
16,5,4,24.456,5.488130847
20,7,4,24.468,5.485439268
17,7,5,24.526,5.472467096
15,8,4,24.541,5.469122204
15,5,4,24.677,5.438980751
20,8,4,24.691,5.435896805
18,7,4,24.692,5.435676656
17,5,4,24.751,5.422719405
18,8,5,24.779,5.416591791
16,7,5,24.8,5.412005161
18,7,5,24.835,5.404378015
19,8,4,24.858,5.399377585
17,7,4,24.946,5.380330634
18,8,4,24.983,5.372362326
16,8,5,25.174,5.331601176
16,8,4,25.222,5.321454603
16,7,4,25.314,5.302114561
19,7,4,25.356,5.293332071
17,8,5,25.496,5.264266081
17,8,4,25.631,5.236538879
5,5,4,26.368,5.090174757
5,4,5,26.37,5.089788699
4,4,4,26.398,5.08439003
4,5,5,28.006,4.792463329
